origin,destination,driving_distance,from_center,to_center
"Laarbeeklaan 101, JETTE/BRUSSEL","Hugstetterstrasse 55, FREIBURG IM BREISGAU",529.636,BBJTP,GFRTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Joseph  Stelzmannstrasse 9, KOELN",212.632,BBJTP,GKKTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Albert Schweitzerstrasse 33, MUENSTER",326.29,BBJTP,GMNTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Transplantationszentrum, STUTTGART",531.394,BBJTP,GSTTP
"Laarbeeklaan 101, JETTE/BRUSSEL","De Boelelaan 1117, AMSTERDAM",198.521,BBJTP,NAVTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Krankenhausstrasse 9, LINZ",948.706,BBJTP,AOLTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Ksaver 200a, Zagreb",1291.625,BBJTP,CHROR
"Laarbeeklaan 101, JETTE/BRUSSEL","St. Juergenstrasse, BREMEN",487.959,BBJTP,GBMTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Klinikstrasse 36, GIESSEN",377.567,BBJTP,GGITP
"Laarbeeklaan 101, JETTE/BRUSSEL","Joseph-Stelzmann-Str. 9, KOELN",212.632,BBJTP,GKLTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Baldingerstrasse, MARBURG/LAHN",413.988,BBJTP,GMRTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Hoppe-Seyler-Strasse 3, TUEBINGEN",566.137,BBJTP,GTUTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Postbus 22660, AMSTERDAM",198.487,BBJTP,NAWTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Waehringer Guertel 18-20, Wien",1109.004,BBJTP,AWDTP
"Laarbeeklaan 101, JETTE/BRUSSEL","J. Huttlera 4, Osijek",1573.482,BBJTP,COSTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Sigmund Freud Strasse 25, BONN-Venusberg",241.426,BBJTP,GBOTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Ernst Grube Strasse 40, HALLE/Saale",647.074,BBJTP,GHATP
"Laarbeeklaan 101, JETTE/BRUSSEL","Ostmerheimerstrasse 200, Koln (Merheim)",226.459,BBJTP,GKMTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Langenbeckstr. 1, Mainz",383.847,BBJTP,GMZTP
"Laarbeeklaan 101, JETTE/BRUSSEL","ZIM - Medizinische Klinik I, WUERZBURG",517.699,BBJTP,GWZTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Hanzeplein 1, Groningen",349.052,BBJTP,NGRTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Abt. Transplantation 09 D, Wien",1110.754,BBJTP,AWGTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Kresimirova 42, Rijeka",1269.697,BBJTP,CRITP
"Laarbeeklaan 101, JETTE/BRUSSEL","Friedrichstrasse 10, Stuttgart",531.63,BBJTP,GBWOR
"Laarbeeklaan 101, JETTE/BRUSSEL","Im Neuenheimer Feld 110, HEIDELBERG",453.672,BBJTP,GHBTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",370.485,BBJTP,GKSTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Maximilianspl. 2, ERLANGEN",600.076,BBJTP,GNBTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Baross u. 23-25., Budapest",1361.095,BBJTP,HBSTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Albinusdreef 2, LEIDEN",180.908,BBJTP,NLBTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Wilrijkstraat 10, EDEGEM",35.841,BBJTP,BANTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Kispaticeva 12, Zagreb",1289.736,BBJTP,CZATP
"Laarbeeklaan 101, JETTE/BRUSSEL","Marchioninistrasse 15, Muenchen",741.308,BBJTP,GBYOR
"Laarbeeklaan 101, JETTE/BRUSSEL","Martinistrasse 52, HAMBURG",596.795,BBJTP,GHGTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Liebigstrasse 20, LEIPZIG",688.088,BBJTP,GLPTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Schiffgraben 44, Hannover",481.393,BBJTP,GNDOR
"Laarbeeklaan 101, JETTE/BRUSSEL","Moricz Zs. krt. 22., Debrecen",1614.378,BBJTP,HDBTP
"Laarbeeklaan 101, JETTE/BRUSSEL","P. Debyelaan 25, MAASTRICHT",127.728,BBJTP,NMSTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Laarbeeklaan 101, JETTE/BRUSSEL",0,BBJTP,BBJTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Zajceva 19, Zagreb",1292.717,BBJTP,CZMTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Fetscherstr. 74, DRESDEN",796.428,BBJTP,GDRTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Vogelsang 105, HANN. MUENDEN",460.869,BBJTP,GHMTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Transplantationsbuero, LUEBECK",654.469,BBJTP,GLUTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Saatwinkler Damm 11-12, Berlin",756.701,BBJTP,GNOOR
"Laarbeeklaan 101, JETTE/BRUSSEL","Rakoczi ut 2., Pecs",1429.745,BBJTP,HPCTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Geert Groote Plein 8, NIJMEGEN",181.822,BBJTP,NNYTP
"Laarbeeklaan 101, JETTE/BRUSSEL","808 Route de Lennik, Brussels",15.028,BBJTP,BBRTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Pauwelstr. 30, AACHEN",151.344,BBJTP,GAKTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Moorenstrasse 5, DUESSELDORF",207.59,BBJTP,GDUTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Stadtfelddamm 65, HANNOVER",491.556,BBJTP,GHOTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Theodor Kutzer Ufer 1-3, MANNHEIM",435.122,BBJTP,GMATP
"Laarbeeklaan 101, JETTE/BRUSSEL","Lindenallee, Essen",234.977,BBJTP,GNWOR
"Laarbeeklaan 101, JETTE/BRUSSEL","Pecsi ut 4., Szeged",1528.758,BBJTP,HSZTP
"Laarbeeklaan 101, JETTE/BRUSSEL","Dr. Molewaterplein 40, ROTTERDAM",140.622,BBJTP,NRDTP
"Zajceva 19, Zagreb","Auenbruggerplatz 29, GRAZ",193.683,CZMTP,AGATP
"Zajceva 19, Zagreb","De Pintelaan 185, GENT",1336.577,CZMTP,BGETP
"Zajceva 19, Zagreb","Stenglinstrasse 2, AUGSBURG",635.781,CZMTP,GAUTP
"Zajceva 19, Zagreb","Hufelandstrasse 55, ESSEN",1134.174,CZMTP,GESTP
"Zajceva 19, Zagreb","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",962.991,CZMTP,GHSTP
"Zajceva 19, Zagreb","Ismaningerstr. 22, MUENCHEN",548.861,CZMTP,GMHTP
"Zajceva 19, Zagreb","Walter-Koehn-str. 1A, Leipzig",918.521,CZMTP,GOSOR
"Zajceva 19, Zagreb","Karolina ut 19-21., Budapest",344.656,CZMTP,HUNOR
"Zajceva 19, Zagreb","Postbus 2060, ROTTERDAM",1342.274,CZMTP,NRSTP
"Zajceva 19, Zagreb","Anichstrasse 35, INNSBRUCK",594.083,CZMTP,AIBTP
"Zajceva 19, Zagreb","10, Avenue Hippocrate, Brussels",1279.115,CZMTP,BLATP
"Zajceva 19, Zagreb","Universitaetsklinik, BOCHUM",1153.294,CZMTP,GBBTP
"Zajceva 19, Zagreb","Pacelli Allee 4, FULDA",879.371,CZMTP,GFDTP
"Zajceva 19, Zagreb","Lessingstrasse 1, JENA",858.341,CZMTP,GJETP
"Zajceva 19, Zagreb","Haifa-Allee 2, Mainz",931.519,CZMTP,GMIOR
"Zajceva 19, Zagreb","Organisationsburo, REGENSBURG",577.456,CZMTP,GRBTP
"Zajceva 19, Zagreb","4 Rue Barble, LUXEMBOURG",1085.598,CZMTP,LLXTP
"Zajceva 19, Zagreb","Heidelberglaan 100, UTRECHT",1292.102,CZMTP,NUTTP
"Zajceva 19, Zagreb","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",228.548,CZMTP,AKTTP
"Zajceva 19, Zagreb","Herestraat 49, LEUVEN",1260.416,CZMTP,BLETP
"Zajceva 19, Zagreb","Herestraat 49, LEUVEN",1260.416,CZMTP,BLMTP
"Zajceva 19, Zagreb","Campus Virchow-Klinikum, BERLIN",1067.675,CZMTP,GBCTP
"Zajceva 19, Zagreb","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",895.786,CZMTP,GFMTP
"Zajceva 19, Zagreb","Arnold-Heller-Strasse 3, KIEL",1374.078,CZMTP,GKITP
"Zajceva 19, Zagreb","Marchioninistr. 15, Munich",557.243,CZMTP,GMLTP
"Zajceva 19, Zagreb","Ernst-Heydemann-Strasse 8, ROSTOCK",1261.104,CZMTP,GROTP
"Zajceva 19, Zagreb","Meibergdreef 9, Amsterdam",1320.43,CZMTP,NAETP
"Zajceva 19, Zagreb","Zaloska 7, LJUBLJANA",142.997,CZMTP,SLOTP
"Zajceva 19, Zagreb","Fadingerstrasse 1, LINZ",402.967,CZMTP,AOETP
"Zajceva 19, Zagreb","Avenue de l Hopital, LIEGE",1206.973,CZMTP,BLGTP
"Zajceva 19, Zagreb","Hindenburgdamm 30, Berlin",1048.373,CZMTP,GBETP
"Zajceva 19, Zagreb","Hugstetterstrasse 55, FREIBURG IM BREISGAU",972.683,CZMTP,GFRTP
"Zajceva 19, Zagreb","Joseph  Stelzmannstrasse 9, KOELN",1079.974,CZMTP,GKKTP
"Zajceva 19, Zagreb","Albert Schweitzerstrasse 33, MUENSTER",1178.641,CZMTP,GMNTP
"Zajceva 19, Zagreb","Transplantationszentrum, STUTTGART",782.764,CZMTP,GSTTP
"Zajceva 19, Zagreb","De Boelelaan 1117, AMSTERDAM",1328.902,CZMTP,NAVTP
"Zajceva 19, Zagreb","Krankenhausstrasse 9, LINZ",404.244,CZMTP,AOLTP
"Zajceva 19, Zagreb","Ksaver 200a, Zagreb",5.186,CZMTP,CHROR
"Zajceva 19, Zagreb","St. Juergenstrasse, BREMEN",1246.104,CZMTP,GBMTP
"Zajceva 19, Zagreb","Klinikstrasse 36, GIESSEN",951.831,CZMTP,GGITP
"Zajceva 19, Zagreb","Joseph-Stelzmann-Str. 9, KOELN",1079.974,CZMTP,GKLTP
"Zajceva 19, Zagreb","Baldingerstrasse, MARBURG/LAHN",987.065,CZMTP,GMRTP
"Zajceva 19, Zagreb","Hoppe-Seyler-Strasse 3, TUEBINGEN",810.223,CZMTP,GTUTP
"Zajceva 19, Zagreb","Postbus 22660, AMSTERDAM",1327.427,CZMTP,NAWTP
"Zajceva 19, Zagreb","Waehringer Guertel 18-20, Wien",371.499,CZMTP,AWDTP
"Zajceva 19, Zagreb","J. Huttlera 4, Osijek",286.871,CZMTP,COSTP
"Zajceva 19, Zagreb","Sigmund Freud Strasse 25, BONN-Venusberg",1068.029,CZMTP,GBOTP
"Zajceva 19, Zagreb","Ernst Grube Strasse 40, HALLE/Saale",924.521,CZMTP,GHATP
"Zajceva 19, Zagreb","Ostmerheimerstrasse 200, Koln (Merheim)",1074.71,CZMTP,GKMTP
"Zajceva 19, Zagreb","Langenbeckstr. 1, Mainz",930.483,CZMTP,GMZTP
"Zajceva 19, Zagreb","ZIM - Medizinische Klinik I, WUERZBURG",780.582,CZMTP,GWZTP
"Zajceva 19, Zagreb","Hanzeplein 1, Groningen",1333.444,CZMTP,NGRTP
"Zajceva 19, Zagreb","Abt. Transplantation 09 D, Wien",375.819,CZMTP,AWGTP
"Zajceva 19, Zagreb","Kresimirova 42, Rijeka",165.059,CZMTP,CRITP
"Zajceva 19, Zagreb","Friedrichstrasse 10, Stuttgart",784.175,CZMTP,GBWOR
"Zajceva 19, Zagreb","Im Neuenheimer Feld 110, HEIDELBERG",890.698,CZMTP,GHBTP
"Zajceva 19, Zagreb","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",938.514,CZMTP,GKSTP
"Zajceva 19, Zagreb","Maximilianspl. 2, ERLANGEN",695.097,CZMTP,GNBTP
"Zajceva 19, Zagreb","Baross u. 23-25., Budapest",348.222,CZMTP,HBSTP
"Zajceva 19, Zagreb","Albinusdreef 2, LEIDEN",1343.573,CZMTP,NLBTP
"Zajceva 19, Zagreb","Wilrijkstraat 10, EDEGEM",1285.933,CZMTP,BANTP
"Zajceva 19, Zagreb","Kispaticeva 12, Zagreb",2.466,CZMTP,CZATP
"Zajceva 19, Zagreb","Marchioninistrasse 15, Muenchen",557.243,CZMTP,GBYOR
"Zajceva 19, Zagreb","Martinistrasse 52, HAMBURG",1288.937,CZMTP,GHGTP
"Zajceva 19, Zagreb","Liebigstrasse 20, LEIPZIG",921.244,CZMTP,GLPTP
"Zajceva 19, Zagreb","Schiffgraben 44, Hannover",1136.755,CZMTP,GNDOR
"Zajceva 19, Zagreb","Moricz Zs. krt. 22., Debrecen",597.84,CZMTP,HDBTP
"Zajceva 19, Zagreb","P. Debyelaan 25, MAASTRICHT",1180.3,CZMTP,NMSTP
"Zajceva 19, Zagreb","Laarbeeklaan 101, JETTE/BRUSSEL",1291.051,CZMTP,BBJTP
"Zajceva 19, Zagreb","Zajceva 19, Zagreb",0,CZMTP,CZMTP
"Zajceva 19, Zagreb","Fetscherstr. 74, DRESDEN",847.098,CZMTP,GDRTP
"Zajceva 19, Zagreb","Vogelsang 105, HANN. MUENDEN",997.777,CZMTP,GHMTP
"Zajceva 19, Zagreb","Transplantationsbuero, LUEBECK",1312.838,CZMTP,GLUTP
"Zajceva 19, Zagreb","Saatwinkler Damm 11-12, Berlin",1066.883,CZMTP,GNOOR
"Zajceva 19, Zagreb","Rakoczi ut 2., Pecs",236.742,CZMTP,HPCTP
"Zajceva 19, Zagreb","Geert Groote Plein 8, NIJMEGEN",1229.723,CZMTP,NNYTP
"Zajceva 19, Zagreb","808 Route de Lennik, Brussels",1301.469,CZMTP,BBRTP
"Zajceva 19, Zagreb","Pauwelstr. 30, AACHEN",1150.529,CZMTP,GAKTP
"Zajceva 19, Zagreb","Moorenstrasse 5, DUESSELDORF",1112.809,CZMTP,GDUTP
"Zajceva 19, Zagreb","Stadtfelddamm 65, HANNOVER",1140.446,CZMTP,GHOTP
"Zajceva 19, Zagreb","Theodor Kutzer Ufer 1-3, MANNHEIM",899.778,CZMTP,GMATP
"Zajceva 19, Zagreb","Lindenallee, Essen",1136.132,CZMTP,GNWOR
"Zajceva 19, Zagreb","Pecsi ut 4., Szeged",512.221,CZMTP,HSZTP
"Zajceva 19, Zagreb","Dr. Molewaterplein 40, ROTTERDAM",1344.147,CZMTP,NRDTP
"Fetscherstr. 74, DRESDEN","Auenbruggerplatz 29, GRAZ",666.416,GDRTP,AGATP
"Fetscherstr. 74, DRESDEN","De Pintelaan 185, GENT",806.684,GDRTP,BGETP
"Fetscherstr. 74, DRESDEN","Stenglinstrasse 2, AUGSBURG",450.718,GDRTP,GAUTP
"Fetscherstr. 74, DRESDEN","Hufelandstrasse 55, ESSEN",558.167,GDRTP,GESTP
"Fetscherstr. 74, DRESDEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",618.247,GDRTP,GHSTP
"Fetscherstr. 74, DRESDEN","Ismaningerstr. 22, MUENCHEN",468.77,GDRTP,GMHTP
"Fetscherstr. 74, DRESDEN","Walter-Koehn-str. 1A, Leipzig",118.541,GDRTP,GOSOR
"Fetscherstr. 74, DRESDEN","Karolina ut 19-21., Budapest",671.623,GDRTP,HUNOR
"Fetscherstr. 74, DRESDEN","Postbus 2060, ROTTERDAM",778.316,GDRTP,NRSTP
"Fetscherstr. 74, DRESDEN","Anichstrasse 35, INNSBRUCK",635.679,GDRTP,AIBTP
"Fetscherstr. 74, DRESDEN","10, Avenue Hippocrate, Brussels",784.221,GDRTP,BLATP
"Fetscherstr. 74, DRESDEN","Universitaetsklinik, BOCHUM",541.85,GDRTP,GBBTP
"Fetscherstr. 74, DRESDEN","Pacelli Allee 4, FULDA",369.277,GDRTP,GFDTP
"Fetscherstr. 74, DRESDEN","Lessingstrasse 1, JENA",181.775,GDRTP,GJETP
"Fetscherstr. 74, DRESDEN","Haifa-Allee 2, Mainz",504.768,GDRTP,GMIOR
"Fetscherstr. 74, DRESDEN","Organisationsburo, REGENSBURG",352.157,GDRTP,GRBTP
"Fetscherstr. 74, DRESDEN","4 Rue Barble, LUXEMBOURG",686.211,GDRTP,LLXTP
"Fetscherstr. 74, DRESDEN","Heidelberglaan 100, UTRECHT",717.278,GDRTP,NUTTP
"Fetscherstr. 74, DRESDEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",640.39,GDRTP,AKTTP
"Fetscherstr. 74, DRESDEN","Herestraat 49, LEUVEN",765.522,GDRTP,BLETP
"Fetscherstr. 74, DRESDEN","Herestraat 49, LEUVEN",765.522,GDRTP,BLMTP
"Fetscherstr. 74, DRESDEN","Campus Virchow-Klinikum, BERLIN",202.236,GDRTP,GBCTP
"Fetscherstr. 74, DRESDEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",470.622,GDRTP,GFMTP
"Fetscherstr. 74, DRESDEN","Arnold-Heller-Strasse 3, KIEL",543.868,GDRTP,GKITP
"Fetscherstr. 74, DRESDEN","Marchioninistr. 15, Munich",482.734,GDRTP,GMLTP
"Fetscherstr. 74, DRESDEN","Ernst-Heydemann-Strasse 8, ROSTOCK",418.386,GDRTP,GROTP
"Fetscherstr. 74, DRESDEN","Meibergdreef 9, Amsterdam",737.776,GDRTP,NAETP
"Fetscherstr. 74, DRESDEN","Zaloska 7, LJUBLJANA",853.127,GDRTP,SLOTP
"Fetscherstr. 74, DRESDEN","Fadingerstrasse 1, LINZ",391.704,GDRTP,AOETP
"Fetscherstr. 74, DRESDEN","Avenue de l Hopital, LIEGE",712.08,GDRTP,BLGTP
"Fetscherstr. 74, DRESDEN","Hindenburgdamm 30, Berlin",194.128,GDRTP,GBETP
"Fetscherstr. 74, DRESDEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",685.261,GDRTP,GFRTP
"Fetscherstr. 74, DRESDEN","Joseph  Stelzmannstrasse 9, KOELN",581.541,GDRTP,GKKTP
"Fetscherstr. 74, DRESDEN","Albert Schweitzerstrasse 33, MUENSTER",559.892,GDRTP,GMNTP
"Fetscherstr. 74, DRESDEN","Transplantationszentrum, STUTTGART",515.897,GDRTP,GSTTP
"Fetscherstr. 74, DRESDEN","De Boelelaan 1117, AMSTERDAM",744.332,GDRTP,NAVTP
"Fetscherstr. 74, DRESDEN","Krankenhausstrasse 9, LINZ",391.331,GDRTP,AOLTP
"Fetscherstr. 74, DRESDEN","Ksaver 200a, Zagreb",847.772,GDRTP,CHROR
"Fetscherstr. 74, DRESDEN","St. Juergenstrasse, BREMEN",473.57,GDRTP,GBMTP
"Fetscherstr. 74, DRESDEN","Klinikstrasse 36, GIESSEN",426.244,GDRTP,GGITP
"Fetscherstr. 74, DRESDEN","Joseph-Stelzmann-Str. 9, KOELN",581.541,GDRTP,GKLTP
"Fetscherstr. 74, DRESDEN","Baldingerstrasse, MARBURG/LAHN",407.549,GDRTP,GMRTP
"Fetscherstr. 74, DRESDEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",565.084,GDRTP,GTUTP
"Fetscherstr. 74, DRESDEN","Postbus 22660, AMSTERDAM",741.974,GDRTP,NAWTP
"Fetscherstr. 74, DRESDEN","Waehringer Guertel 18-20, Wien",488.176,GDRTP,AWDTP
"Fetscherstr. 74, DRESDEN","J. Huttlera 4, Osijek",910.48,GDRTP,COSTP
"Fetscherstr. 74, DRESDEN","Sigmund Freud Strasse 25, BONN-Venusberg",579.737,GDRTP,GBOTP
"Fetscherstr. 74, DRESDEN","Ernst Grube Strasse 40, HALLE/Saale",154.989,GDRTP,GHATP
"Fetscherstr. 74, DRESDEN","Ostmerheimerstrasse 200, Koln (Merheim)",570.28,GDRTP,GKMTP
"Fetscherstr. 74, DRESDEN","Langenbeckstr. 1, Mainz",495.726,GDRTP,GMZTP
"Fetscherstr. 74, DRESDEN","ZIM - Medizinische Klinik I, WUERZBURG",374.406,GDRTP,GWZTP
"Fetscherstr. 74, DRESDEN","Hanzeplein 1, Groningen",650.769,GDRTP,NGRTP
"Fetscherstr. 74, DRESDEN","Abt. Transplantation 09 D, Wien",482.197,GDRTP,AWGTP
"Fetscherstr. 74, DRESDEN","Kresimirova 42, Rijeka",989.068,GDRTP,CRITP
"Fetscherstr. 74, DRESDEN","Friedrichstrasse 10, Stuttgart",513.344,GDRTP,GBWOR
"Fetscherstr. 74, DRESDEN","Im Neuenheimer Feld 110, HEIDELBERG",535.719,GDRTP,GHBTP
"Fetscherstr. 74, DRESDEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",577.501,GDRTP,GKSTP
"Fetscherstr. 74, DRESDEN","Maximilianspl. 2, ERLANGEN",323.452,GDRTP,GNBTP
"Fetscherstr. 74, DRESDEN","Baross u. 23-25., Budapest",675.189,GDRTP,HBSTP
"Fetscherstr. 74, DRESDEN","Albinusdreef 2, LEIDEN",783.123,GDRTP,NLBTP
"Fetscherstr. 74, DRESDEN","Wilrijkstraat 10, EDEGEM",756.039,GDRTP,BANTP
"Fetscherstr. 74, DRESDEN","Kispaticeva 12, Zagreb",845.882,GDRTP,CZATP
"Fetscherstr. 74, DRESDEN","Marchioninistrasse 15, Muenchen",482.734,GDRTP,GBYOR
"Fetscherstr. 74, DRESDEN","Martinistrasse 52, HAMBURG",479.464,GDRTP,GHGTP
"Fetscherstr. 74, DRESDEN","Liebigstrasse 20, LEIPZIG",115.88,GDRTP,GLPTP
"Fetscherstr. 74, DRESDEN","Schiffgraben 44, Hannover",369.767,GDRTP,GNDOR
"Fetscherstr. 74, DRESDEN","Moricz Zs. krt. 22., Debrecen",928.471,GDRTP,HDBTP
"Fetscherstr. 74, DRESDEN","P. Debyelaan 25, MAASTRICHT",685.406,GDRTP,NMSTP
"Fetscherstr. 74, DRESDEN","Laarbeeklaan 101, JETTE/BRUSSEL",796.157,GDRTP,BBJTP
"Fetscherstr. 74, DRESDEN","Zajceva 19, Zagreb",848.863,GDRTP,CZMTP
"Fetscherstr. 74, DRESDEN","Fetscherstr. 74, DRESDEN",0,GDRTP,GDRTP
"Fetscherstr. 74, DRESDEN","Vogelsang 105, HANN. MUENDEN",343.44,GDRTP,GHMTP
"Fetscherstr. 74, DRESDEN","Transplantationsbuero, LUEBECK",470.12,GDRTP,GLUTP
"Fetscherstr. 74, DRESDEN","Saatwinkler Damm 11-12, Berlin",201.444,GDRTP,GNOOR
"Fetscherstr. 74, DRESDEN","Rakoczi ut 2., Pecs",883.808,GDRTP,HPCTP
"Fetscherstr. 74, DRESDEN","Geert Groote Plein 8, NIJMEGEN",666.399,GDRTP,NNYTP
"Fetscherstr. 74, DRESDEN","808 Route de Lennik, Brussels",806.575,GDRTP,BBRTP
"Fetscherstr. 74, DRESDEN","Pauwelstr. 30, AACHEN",655.635,GDRTP,GAKTP
"Fetscherstr. 74, DRESDEN","Moorenstrasse 5, DUESSELDORF",585.071,GDRTP,GDUTP
"Fetscherstr. 74, DRESDEN","Stadtfelddamm 65, HANNOVER",367.912,GDRTP,GHOTP
"Fetscherstr. 74, DRESDEN","Theodor Kutzer Ufer 1-3, MANNHEIM",543.902,GDRTP,GMATP
"Fetscherstr. 74, DRESDEN","Lindenallee, Essen",556.115,GDRTP,GNWOR
"Fetscherstr. 74, DRESDEN","Pecsi ut 4., Szeged",842.852,GDRTP,HSZTP
"Fetscherstr. 74, DRESDEN","Dr. Molewaterplein 40, ROTTERDAM",780.189,GDRTP,NRDTP
"Vogelsang 105, HANN. MUENDEN","Auenbruggerplatz 29, GRAZ",815.779,GHMTP,AGATP
"Vogelsang 105, HANN. MUENDEN","De Pintelaan 185, GENT",472.719,GHMTP,BGETP
"Vogelsang 105, HANN. MUENDEN","Stenglinstrasse 2, AUGSBURG",454.87,GHMTP,GAUTP
"Vogelsang 105, HANN. MUENDEN","Hufelandstrasse 55, ESSEN",224.202,GHMTP,GESTP
"Vogelsang 105, HANN. MUENDEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",359.987,GHMTP,GHSTP
"Vogelsang 105, HANN. MUENDEN","Ismaningerstr. 22, MUENCHEN",495.523,GHMTP,GMHTP
"Vogelsang 105, HANN. MUENDEN","Walter-Koehn-str. 1A, Leipzig",240.223,GHMTP,GOSOR
"Vogelsang 105, HANN. MUENDEN","Karolina ut 19-21., Budapest",996.605,GHMTP,HUNOR
"Vogelsang 105, HANN. MUENDEN","Postbus 2060, ROTTERDAM",438.067,GHMTP,NRSTP
"Vogelsang 105, HANN. MUENDEN","Anichstrasse 35, INNSBRUCK",623.635,GHMTP,AIBTP
"Vogelsang 105, HANN. MUENDEN","10, Avenue Hippocrate, Brussels",445.676,GHMTP,BLATP
"Vogelsang 105, HANN. MUENDEN","Universitaetsklinik, BOCHUM",207.885,GHMTP,GBBTP
"Vogelsang 105, HANN. MUENDEN","Pacelli Allee 4, FULDA",123.006,GHMTP,GFDTP
"Vogelsang 105, HANN. MUENDEN","Lessingstrasse 1, JENA",194.12,GHMTP,GJETP
"Vogelsang 105, HANN. MUENDEN","Haifa-Allee 2, Mainz",246.508,GHMTP,GMIOR
"Vogelsang 105, HANN. MUENDEN","Organisationsburo, REGENSBURG",425.591,GHMTP,GRBTP
"Vogelsang 105, HANN. MUENDEN","4 Rue Barble, LUXEMBOURG",427.95,GHMTP,LLXTP
"Vogelsang 105, HANN. MUENDEN","Heidelberglaan 100, UTRECHT",387.895,GHMTP,NUTTP
"Vogelsang 105, HANN. MUENDEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",844.459,GHMTP,AKTTP
"Vogelsang 105, HANN. MUENDEN","Herestraat 49, LEUVEN",426.977,GHMTP,BLETP
"Vogelsang 105, HANN. MUENDEN","Herestraat 49, LEUVEN",426.977,GHMTP,BLMTP
"Vogelsang 105, HANN. MUENDEN","Campus Virchow-Klinikum, BERLIN",359.689,GHMTP,GBCTP
"Vogelsang 105, HANN. MUENDEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",212.361,GHMTP,GFMTP
"Vogelsang 105, HANN. MUENDEN","Arnold-Heller-Strasse 3, KIEL",390.189,GHMTP,GKITP
"Vogelsang 105, HANN. MUENDEN","Marchioninistr. 15, Munich",509.488,GHMTP,GMLTP
"Vogelsang 105, HANN. MUENDEN","Ernst-Heydemann-Strasse 8, ROSTOCK",466.918,GHMTP,GROTP
"Vogelsang 105, HANN. MUENDEN","Meibergdreef 9, Amsterdam",416.224,GHMTP,NAETP
"Vogelsang 105, HANN. MUENDEN","Zaloska 7, LJUBLJANA",910.396,GHMTP,SLOTP
"Vogelsang 105, HANN. MUENDEN","Fadingerstrasse 1, LINZ",653.032,GHMTP,AOETP
"Vogelsang 105, HANN. MUENDEN","Avenue de l Hopital, LIEGE",391.616,GHMTP,BLGTP
"Vogelsang 105, HANN. MUENDEN","Hindenburgdamm 30, Berlin",350.744,GHMTP,GBETP
"Vogelsang 105, HANN. MUENDEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",469.974,GHMTP,GFRTP
"Vogelsang 105, HANN. MUENDEN","Joseph  Stelzmannstrasse 9, KOELN",271.728,GHMTP,GKKTP
"Vogelsang 105, HANN. MUENDEN","Albert Schweitzerstrasse 33, MUENSTER",233.232,GHMTP,GMNTP
"Vogelsang 105, HANN. MUENDEN","Transplantationszentrum, STUTTGART",372.607,GHMTP,GSTTP
