origin,destination,driving_distance,from_center,to_center
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","P. Debyelaan 25, MAASTRICHT",1026.81,AKTTP,NMSTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Laarbeeklaan 101, JETTE/BRUSSEL",1137.562,AKTTP,BBJTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Zajceva 19, Zagreb",228.293,AKTTP,CZMTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Fetscherstr. 74, DRESDEN",641.405,AKTTP,GDRTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Vogelsang 105, HANN. MUENDEN",844.288,AKTTP,GHMTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Transplantationsbuero, LUEBECK",1177.225,AKTTP,GLUTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Saatwinkler Damm 11-12, Berlin",931.27,AKTTP,GNOOR
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Rakoczi ut 2., Pecs",440.771,AKTTP,HPCTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Geert Groote Plein 8, NIJMEGEN",1076.234,AKTTP,NNYTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","808 Route de Lennik, Brussels",1117.634,AKTTP,BBRTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Pauwelstr. 30, AACHEN",997.04,AKTTP,GAKTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Moorenstrasse 5, DUESSELDORF",959.32,AKTTP,GDUTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Stadtfelddamm 65, HANNOVER",983.438,AKTTP,GHOTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Theodor Kutzer Ufer 1-3, MANNHEIM",708.571,AKTTP,GMATP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Lindenallee, Essen",982.643,AKTTP,GNWOR
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Pecsi ut 4., Szeged",640.066,AKTTP,HSZTP
"St. Veiterstrasse 47, KLAGENFURT/KAERNTEN","Dr. Molewaterplein 40, ROTTERDAM",1190.658,AKTTP,NRDTP
"Herestraat 49, LEUVEN","Auenbruggerplatz 29, GRAZ",1079.812,BLETP,AGATP
"Herestraat 49, LEUVEN","Auenbruggerplatz 29, GRAZ",1079.812,BLMTP,AGATP
"Herestraat 49, LEUVEN","De Pintelaan 185, GENT",79.44,BLETP,BGETP
"Herestraat 49, LEUVEN","De Pintelaan 185, GENT",79.44,BLMTP,BGETP
"Herestraat 49, LEUVEN","Stenglinstrasse 2, AUGSBURG",679.469,BLETP,GAUTP
"Herestraat 49, LEUVEN","Stenglinstrasse 2, AUGSBURG",679.469,BLMTP,GAUTP
"Herestraat 49, LEUVEN","Hufelandstrasse 55, ESSEN",207.984,BLETP,GESTP
"Herestraat 49, LEUVEN","Hufelandstrasse 55, ESSEN",207.984,BLMTP,GESTP
"Herestraat 49, LEUVEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",349.94,BLETP,GHSTP
"Herestraat 49, LEUVEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",349.94,BLMTP,GHSTP
"Herestraat 49, LEUVEN","Ismaningerstr. 22, MUENCHEN",759.557,BLETP,GMHTP
"Herestraat 49, LEUVEN","Ismaningerstr. 22, MUENCHEN",759.557,BLMTP,GMHTP
"Herestraat 49, LEUVEN","Walter-Koehn-str. 1A, Leipzig",661.29,BLETP,GOSOR
"Herestraat 49, LEUVEN","Walter-Koehn-str. 1A, Leipzig",661.29,BLMTP,GOSOR
"Herestraat 49, LEUVEN","Karolina ut 19-21., Budapest",1327.167,BLETP,HUNOR
"Herestraat 49, LEUVEN","Karolina ut 19-21., Budapest",1327.167,BLMTP,HUNOR
"Herestraat 49, LEUVEN","Postbus 2060, ROTTERDAM",156.648,BLETP,NRSTP
"Herestraat 49, LEUVEN","Postbus 2060, ROTTERDAM",156.648,BLMTP,NRSTP
"Herestraat 49, LEUVEN","Anichstrasse 35, INNSBRUCK",840.531,BLETP,AIBTP
"Herestraat 49, LEUVEN","Anichstrasse 35, INNSBRUCK",840.531,BLMTP,AIBTP
"Herestraat 49, LEUVEN","10, Avenue Hippocrate, Brussels",20.422,BLETP,BLATP
"Herestraat 49, LEUVEN","10, Avenue Hippocrate, Brussels",20.422,BLMTP,BLATP
"Herestraat 49, LEUVEN","Universitaetsklinik, BOCHUM",225.751,BLETP,GBBTP
"Herestraat 49, LEUVEN","Universitaetsklinik, BOCHUM",225.751,BLMTP,GBBTP
"Herestraat 49, LEUVEN","Pacelli Allee 4, FULDA",458.477,BLETP,GFDTP
"Herestraat 49, LEUVEN","Pacelli Allee 4, FULDA",458.477,BLMTP,GFDTP
"Herestraat 49, LEUVEN","Lessingstrasse 1, JENA",592.944,BLETP,GJETP
"Herestraat 49, LEUVEN","Lessingstrasse 1, JENA",592.944,BLMTP,GJETP
"Herestraat 49, LEUVEN","Haifa-Allee 2, Mainz",355.612,BLETP,GMIOR
"Herestraat 49, LEUVEN","Haifa-Allee 2, Mainz",355.612,BLMTP,GMIOR
"Herestraat 49, LEUVEN","Organisationsburo, REGENSBURG",689.624,BLETP,GRBTP
"Herestraat 49, LEUVEN","Organisationsburo, REGENSBURG",689.624,BLMTP,GRBTP
"Herestraat 49, LEUVEN","4 Rue Barble, LUXEMBOURG",223.047,BLETP,LLXTP
"Herestraat 49, LEUVEN","4 Rue Barble, LUXEMBOURG",223.047,BLMTP,LLXTP
"Herestraat 49, LEUVEN","Heidelberglaan 100, UTRECHT",182.452,BLETP,NUTTP
"Herestraat 49, LEUVEN","Heidelberglaan 100, UTRECHT",182.452,BLMTP,NUTTP
"Herestraat 49, LEUVEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",1108.493,BLETP,AKTTP
"Herestraat 49, LEUVEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",1108.493,BLMTP,AKTTP
"Herestraat 49, LEUVEN","Herestraat 49, LEUVEN",0,BLETP,BLETP
"Herestraat 49, LEUVEN","Herestraat 49, LEUVEN",0,BLETP,BLMTP
"Herestraat 49, LEUVEN","Herestraat 49, LEUVEN",0,BLMTP,BLETP
"Herestraat 49, LEUVEN","Herestraat 49, LEUVEN",0,BLMTP,BLMTP
"Herestraat 49, LEUVEN","Campus Virchow-Klinikum, BERLIN",730.582,BLETP,GBCTP
"Herestraat 49, LEUVEN","Campus Virchow-Klinikum, BERLIN",730.582,BLMTP,GBCTP
"Herestraat 49, LEUVEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",373.87,BLETP,GFMTP
"Herestraat 49, LEUVEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",373.87,BLMTP,GFMTP
"Herestraat 49, LEUVEN","Arnold-Heller-Strasse 3, KIEL",662.456,BLETP,GKITP
"Herestraat 49, LEUVEN","Arnold-Heller-Strasse 3, KIEL",662.456,BLMTP,GKITP
"Herestraat 49, LEUVEN","Marchioninistr. 15, Munich",743.214,BLETP,GMLTP
"Herestraat 49, LEUVEN","Marchioninistr. 15, Munich",743.214,BLMTP,GMLTP
"Herestraat 49, LEUVEN","Ernst-Heydemann-Strasse 8, ROSTOCK",750.133,BLETP,GROTP
"Herestraat 49, LEUVEN","Ernst-Heydemann-Strasse 8, ROSTOCK",750.133,BLMTP,GROTP
"Herestraat 49, LEUVEN","Meibergdreef 9, Amsterdam",207.071,BLETP,NAETP
"Herestraat 49, LEUVEN","Meibergdreef 9, Amsterdam",207.071,BLMTP,NAETP
"Herestraat 49, LEUVEN","Zaloska 7, LJUBLJANA",1174.43,BLETP,SLOTP
"Herestraat 49, LEUVEN","Zaloska 7, LJUBLJANA",1174.43,BLMTP,SLOTP
"Herestraat 49, LEUVEN","Fadingerstrasse 1, LINZ",917.18,BLETP,AOETP
"Herestraat 49, LEUVEN","Fadingerstrasse 1, LINZ",917.18,BLMTP,AOETP
"Herestraat 49, LEUVEN","Avenue de l Hopital, LIEGE",87.846,BLETP,BLGTP
"Herestraat 49, LEUVEN","Avenue de l Hopital, LIEGE",87.846,BLMTP,BLGTP
"Herestraat 49, LEUVEN","Hindenburgdamm 30, Berlin",722.611,BLETP,GBETP
"Herestraat 49, LEUVEN","Hindenburgdamm 30, Berlin",722.611,BLMTP,GBETP
"Herestraat 49, LEUVEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",530.445,BLETP,GFRTP
"Herestraat 49, LEUVEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",530.445,BLMTP,GFRTP
"Herestraat 49, LEUVEN","Joseph  Stelzmannstrasse 9, KOELN",182.27,BLETP,GKKTP
"Herestraat 49, LEUVEN","Joseph  Stelzmannstrasse 9, KOELN",182.27,BLMTP,GKKTP
"Herestraat 49, LEUVEN","Albert Schweitzerstrasse 33, MUENSTER",306.811,BLETP,GMNTP
"Herestraat 49, LEUVEN","Albert Schweitzerstrasse 33, MUENSTER",306.811,BLMTP,GMNTP
"Herestraat 49, LEUVEN","Transplantationszentrum, STUTTGART",531.362,BLETP,GSTTP
"Herestraat 49, LEUVEN","Transplantationszentrum, STUTTGART",531.362,BLMTP,GSTTP
"Herestraat 49, LEUVEN","De Boelelaan 1117, AMSTERDAM",215.543,BLETP,NAVTP
"Herestraat 49, LEUVEN","De Boelelaan 1117, AMSTERDAM",215.543,BLMTP,NAVTP
"Herestraat 49, LEUVEN","Krankenhausstrasse 9, LINZ",918.343,BLETP,AOLTP
"Herestraat 49, LEUVEN","Krankenhausstrasse 9, LINZ",918.343,BLMTP,AOLTP
"Herestraat 49, LEUVEN","Ksaver 200a, Zagreb",1261.263,BLETP,CHROR
"Herestraat 49, LEUVEN","Ksaver 200a, Zagreb",1261.263,BLMTP,CHROR
"Herestraat 49, LEUVEN","St. Juergenstrasse, BREMEN",468.479,BLETP,GBMTP
"Herestraat 49, LEUVEN","St. Juergenstrasse, BREMEN",468.479,BLMTP,GBMTP
"Herestraat 49, LEUVEN","Klinikstrasse 36, GIESSEN",347.204,BLETP,GGITP
"Herestraat 49, LEUVEN","Klinikstrasse 36, GIESSEN",347.204,BLMTP,GGITP
"Herestraat 49, LEUVEN","Joseph-Stelzmann-Str. 9, KOELN",182.27,BLETP,GKLTP
"Herestraat 49, LEUVEN","Joseph-Stelzmann-Str. 9, KOELN",182.27,BLMTP,GKLTP
"Herestraat 49, LEUVEN","Baldingerstrasse, MARBURG/LAHN",383.626,BLETP,GMRTP
"Herestraat 49, LEUVEN","Baldingerstrasse, MARBURG/LAHN",383.626,BLMTP,GMRTP
"Herestraat 49, LEUVEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",568.043,BLETP,GTUTP
"Herestraat 49, LEUVEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",568.043,BLMTP,GTUTP
"Herestraat 49, LEUVEN","Postbus 22660, AMSTERDAM",215.509,BLETP,NAWTP
"Herestraat 49, LEUVEN","Postbus 22660, AMSTERDAM",215.509,BLMTP,NAWTP
"Herestraat 49, LEUVEN","Waehringer Guertel 18-20, Wien",1078.641,BLETP,AWDTP
"Herestraat 49, LEUVEN","Waehringer Guertel 18-20, Wien",1078.641,BLMTP,AWDTP
"Herestraat 49, LEUVEN","J. Huttlera 4, Osijek",1543.119,BLETP,COSTP
"Herestraat 49, LEUVEN","J. Huttlera 4, Osijek",1543.119,BLMTP,COSTP
"Herestraat 49, LEUVEN","Sigmund Freud Strasse 25, BONN-Venusberg",211.063,BLETP,GBOTP
"Herestraat 49, LEUVEN","Sigmund Freud Strasse 25, BONN-Venusberg",211.063,BLMTP,GBOTP
"Herestraat 49, LEUVEN","Ernst Grube Strasse 40, HALLE/Saale",616.711,BLETP,GHATP
"Herestraat 49, LEUVEN","Ernst Grube Strasse 40, HALLE/Saale",616.711,BLMTP,GHATP
"Herestraat 49, LEUVEN","Ostmerheimerstrasse 200, Koln (Merheim)",196.097,BLETP,GKMTP
"Herestraat 49, LEUVEN","Ostmerheimerstrasse 200, Koln (Merheim)",196.097,BLMTP,GKMTP
"Herestraat 49, LEUVEN","Langenbeckstr. 1, Mainz",353.484,BLETP,GMZTP
"Herestraat 49, LEUVEN","Langenbeckstr. 1, Mainz",353.484,BLMTP,GMZTP
"Herestraat 49, LEUVEN","ZIM - Medizinische Klinik I, WUERZBURG",487.336,BLETP,GWZTP
"Herestraat 49, LEUVEN","ZIM - Medizinische Klinik I, WUERZBURG",487.336,BLMTP,GWZTP
"Herestraat 49, LEUVEN","Hanzeplein 1, Groningen",366.074,BLETP,NGRTP
"Herestraat 49, LEUVEN","Hanzeplein 1, Groningen",366.074,BLMTP,NGRTP
"Herestraat 49, LEUVEN","Abt. Transplantation 09 D, Wien",1080.974,BLETP,AWGTP
"Herestraat 49, LEUVEN","Abt. Transplantation 09 D, Wien",1080.974,BLMTP,AWGTP
"Herestraat 49, LEUVEN","Kresimirova 42, Rijeka",1274.806,BLETP,CRITP
"Herestraat 49, LEUVEN","Kresimirova 42, Rijeka",1274.806,BLMTP,CRITP
"Herestraat 49, LEUVEN","Friedrichstrasse 10, Stuttgart",528.809,BLETP,GBWOR
"Herestraat 49, LEUVEN","Friedrichstrasse 10, Stuttgart",528.809,BLMTP,GBWOR
"Herestraat 49, LEUVEN","Im Neuenheimer Feld 110, HEIDELBERG",423.31,BLETP,GHBTP
"Herestraat 49, LEUVEN","Im Neuenheimer Feld 110, HEIDELBERG",423.31,BLMTP,GHBTP
"Herestraat 49, LEUVEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",346.852,BLETP,GKSTP
"Herestraat 49, LEUVEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",346.852,BLMTP,GKSTP
"Herestraat 49, LEUVEN","Maximilianspl. 2, ERLANGEN",569.713,BLETP,GNBTP
"Herestraat 49, LEUVEN","Maximilianspl. 2, ERLANGEN",569.713,BLMTP,GNBTP
"Herestraat 49, LEUVEN","Baross u. 23-25., Budapest",1330.733,BLETP,HBSTP
"Herestraat 49, LEUVEN","Baross u. 23-25., Budapest",1330.733,BLMTP,HBSTP
"Herestraat 49, LEUVEN","Albinusdreef 2, LEIDEN",197.93,BLETP,NLBTP
"Herestraat 49, LEUVEN","Albinusdreef 2, LEIDEN",197.93,BLMTP,NLBTP
"Herestraat 49, LEUVEN","Wilrijkstraat 10, EDEGEM",52.962,BLETP,BANTP
"Herestraat 49, LEUVEN","Wilrijkstraat 10, EDEGEM",52.962,BLMTP,BANTP
"Herestraat 49, LEUVEN","Kispaticeva 12, Zagreb",1259.373,BLETP,CZATP
"Herestraat 49, LEUVEN","Kispaticeva 12, Zagreb",1259.373,BLMTP,CZATP
"Herestraat 49, LEUVEN","Marchioninistrasse 15, Muenchen",743.214,BLETP,GBYOR
"Herestraat 49, LEUVEN","Marchioninistrasse 15, Muenchen",743.214,BLMTP,GBYOR
"Herestraat 49, LEUVEN","Martinistrasse 52, HAMBURG",577.315,BLETP,GHGTP
"Herestraat 49, LEUVEN","Martinistrasse 52, HAMBURG",577.315,BLMTP,GHGTP
"Herestraat 49, LEUVEN","Liebigstrasse 20, LEIPZIG",657.937,BLETP,GLPTP
"Herestraat 49, LEUVEN","Liebigstrasse 20, LEIPZIG",657.937,BLMTP,GLPTP
"Herestraat 49, LEUVEN","Schiffgraben 44, Hannover",454.482,BLETP,GNDOR
"Herestraat 49, LEUVEN","Schiffgraben 44, Hannover",454.482,BLMTP,GNDOR
"Herestraat 49, LEUVEN","Moricz Zs. krt. 22., Debrecen",1584.015,BLETP,HDBTP
"Herestraat 49, LEUVEN","Moricz Zs. krt. 22., Debrecen",1584.015,BLMTP,HDBTP
"Herestraat 49, LEUVEN","P. Debyelaan 25, MAASTRICHT",104.965,BLETP,NMSTP
"Herestraat 49, LEUVEN","P. Debyelaan 25, MAASTRICHT",104.965,BLMTP,NMSTP
"Herestraat 49, LEUVEN","Laarbeeklaan 101, JETTE/BRUSSEL",32.359,BLETP,BBJTP
"Herestraat 49, LEUVEN","Laarbeeklaan 101, JETTE/BRUSSEL",32.359,BLMTP,BBJTP
"Herestraat 49, LEUVEN","Zajceva 19, Zagreb",1262.354,BLETP,CZMTP
"Herestraat 49, LEUVEN","Zajceva 19, Zagreb",1262.354,BLMTP,CZMTP
"Herestraat 49, LEUVEN","Fetscherstr. 74, DRESDEN",766.065,BLETP,GDRTP
"Herestraat 49, LEUVEN","Fetscherstr. 74, DRESDEN",766.065,BLMTP,GDRTP
"Herestraat 49, LEUVEN","Vogelsang 105, HANN. MUENDEN",430.506,BLETP,GHMTP
"Herestraat 49, LEUVEN","Vogelsang 105, HANN. MUENDEN",430.506,BLMTP,GHMTP
"Herestraat 49, LEUVEN","Transplantationsbuero, LUEBECK",634.989,BLETP,GLUTP
"Herestraat 49, LEUVEN","Transplantationsbuero, LUEBECK",634.989,BLMTP,GLUTP
"Herestraat 49, LEUVEN","Saatwinkler Damm 11-12, Berlin",729.79,BLETP,GNOOR
"Herestraat 49, LEUVEN","Saatwinkler Damm 11-12, Berlin",729.79,BLMTP,GNOOR
"Herestraat 49, LEUVEN","Rakoczi ut 2., Pecs",1399.383,BLETP,HPCTP
"Herestraat 49, LEUVEN","Rakoczi ut 2., Pecs",1399.383,BLMTP,HPCTP
"Herestraat 49, LEUVEN","Geert Groote Plein 8, NIJMEGEN",181.283,BLETP,NNYTP
"Herestraat 49, LEUVEN","Geert Groote Plein 8, NIJMEGEN",181.283,BLMTP,NNYTP
"Herestraat 49, LEUVEN","808 Route de Lennik, Brussels",42.776,BLETP,BBRTP
"Herestraat 49, LEUVEN","808 Route de Lennik, Brussels",42.776,BLMTP,BBRTP
"Herestraat 49, LEUVEN","Pauwelstr. 30, AACHEN",120.982,BLETP,GAKTP
"Herestraat 49, LEUVEN","Pauwelstr. 30, AACHEN",120.982,BLMTP,GAKTP
"Herestraat 49, LEUVEN","Moorenstrasse 5, DUESSELDORF",177.228,BLETP,GDUTP
"Herestraat 49, LEUVEN","Moorenstrasse 5, DUESSELDORF",177.228,BLMTP,GDUTP
"Herestraat 49, LEUVEN","Stadtfelddamm 65, HANNOVER",464.645,BLETP,GHOTP
"Herestraat 49, LEUVEN","Stadtfelddamm 65, HANNOVER",464.645,BLMTP,GHOTP
"Herestraat 49, LEUVEN","Theodor Kutzer Ufer 1-3, MANNHEIM",404.76,BLETP,GMATP
"Herestraat 49, LEUVEN","Theodor Kutzer Ufer 1-3, MANNHEIM",404.76,BLMTP,GMATP
"Herestraat 49, LEUVEN","Lindenallee, Essen",209.941,BLETP,GNWOR
"Herestraat 49, LEUVEN","Lindenallee, Essen",209.941,BLMTP,GNWOR
"Herestraat 49, LEUVEN","Pecsi ut 4., Szeged",1498.396,BLETP,HSZTP
"Herestraat 49, LEUVEN","Pecsi ut 4., Szeged",1498.396,BLMTP,HSZTP
"Herestraat 49, LEUVEN","Dr. Molewaterplein 40, ROTTERDAM",157.644,BLETP,NRDTP
"Herestraat 49, LEUVEN","Dr. Molewaterplein 40, ROTTERDAM",157.644,BLMTP,NRDTP
"Campus Virchow-Klinikum, BERLIN","Auenbruggerplatz 29, GRAZ",874.574,GBCTP,AGATP
"Campus Virchow-Klinikum, BERLIN","De Pintelaan 185, GENT",775.095,GBCTP,BGETP
"Campus Virchow-Klinikum, BERLIN","Stenglinstrasse 2, AUGSBURG",565.749,GBCTP,GAUTP
"Campus Virchow-Klinikum, BERLIN","Hufelandstrasse 55, ESSEN",530.672,GBCTP,GESTP
"Campus Virchow-Klinikum, BERLIN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",694.146,GBCTP,GHSTP
"Campus Virchow-Klinikum, BERLIN","Ismaningerstr. 22, MUENCHEN",583.8,GBCTP,GMHTP
"Campus Virchow-Klinikum, BERLIN","Walter-Koehn-str. 1A, Leipzig",180.119,GBCTP,GOSOR
"Campus Virchow-Klinikum, BERLIN","Karolina ut 19-21., Budapest",879.781,GBCTP,HUNOR
"Campus Virchow-Klinikum, BERLIN","Postbus 2060, ROTTERDAM",689.323,GBCTP,NRSTP
"Campus Virchow-Klinikum, BERLIN","Anichstrasse 35, INNSBRUCK",750.71,GBCTP,AIBTP
"Campus Virchow-Klinikum, BERLIN","10, Avenue Hippocrate, Brussels",747.273,GBCTP,BLATP
"Campus Virchow-Klinikum, BERLIN","Universitaetsklinik, BOCHUM",514.353,GBCTP,GBBTP
"Campus Virchow-Klinikum, BERLIN","Pacelli Allee 4, FULDA",445.176,GBCTP,GFDTP
"Campus Virchow-Klinikum, BERLIN","Lessingstrasse 1, JENA",257.674,GBCTP,GJETP
"Campus Virchow-Klinikum, BERLIN","Haifa-Allee 2, Mainz",580.667,GBCTP,GMIOR
"Campus Virchow-Klinikum, BERLIN","Organisationsburo, REGENSBURG",495.703,GBCTP,GRBTP
"Campus Virchow-Klinikum, BERLIN","4 Rue Barble, LUXEMBOURG",762.109,GBCTP,LLXTP
"Campus Virchow-Klinikum, BERLIN","Heidelberglaan 100, UTRECHT",628.285,GBCTP,NUTTP
"Campus Virchow-Klinikum, BERLIN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",932.736,GBCTP,AKTTP
"Campus Virchow-Klinikum, BERLIN","Herestraat 49, LEUVEN",728.574,GBCTP,BLETP
"Campus Virchow-Klinikum, BERLIN","Herestraat 49, LEUVEN",728.574,GBCTP,BLMTP
"Campus Virchow-Klinikum, BERLIN","Campus Virchow-Klinikum, BERLIN",0,GBCTP,GBCTP
"Campus Virchow-Klinikum, BERLIN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",546.52,GBCTP,GFMTP
"Campus Virchow-Klinikum, BERLIN","Arnold-Heller-Strasse 3, KIEL",347.038,GBCTP,GKITP
"Campus Virchow-Klinikum, BERLIN","Marchioninistr. 15, Munich",597.765,GBCTP,GMLTP
"Campus Virchow-Klinikum, BERLIN","Ernst-Heydemann-Strasse 8, ROSTOCK",221.56,GBCTP,GROTP
"Campus Virchow-Klinikum, BERLIN","Meibergdreef 9, Amsterdam",648.783,GBCTP,NAETP
"Campus Virchow-Klinikum, BERLIN","Zaloska 7, LJUBLJANA",998.673,GBCTP,SLOTP
"Campus Virchow-Klinikum, BERLIN","Fadingerstrasse 1, LINZ",599.862,GBCTP,AOETP
"Campus Virchow-Klinikum, BERLIN","Avenue de l Hopital, LIEGE",693.213,GBCTP,BLGTP
"Campus Virchow-Klinikum, BERLIN","Hindenburgdamm 30, Berlin",18.878,GBCTP,GBETP
"Campus Virchow-Klinikum, BERLIN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",804.133,GBCTP,GFRTP
"Campus Virchow-Klinikum, BERLIN","Joseph  Stelzmannstrasse 9, KOELN",573.325,GBCTP,GKKTP
"Campus Virchow-Klinikum, BERLIN","Albert Schweitzerstrasse 33, MUENSTER",470.899,GBCTP,GMNTP
"Campus Virchow-Klinikum, BERLIN","Transplantationszentrum, STUTTGART",630.928,GBCTP,GSTTP
"Campus Virchow-Klinikum, BERLIN","De Boelelaan 1117, AMSTERDAM",655.339,GBCTP,NAVTP
"Campus Virchow-Klinikum, BERLIN","Krankenhausstrasse 9, LINZ",599.489,GBCTP,AOLTP
"Campus Virchow-Klinikum, BERLIN","Ksaver 200a, Zagreb",1055.93,GBCTP,CHROR
"Campus Virchow-Klinikum, BERLIN","St. Juergenstrasse, BREMEN",384.577,GBCTP,GBMTP
"Campus Virchow-Klinikum, BERLIN","Klinikstrasse 36, GIESSEN",502.142,GBCTP,GGITP
"Campus Virchow-Klinikum, BERLIN","Joseph-Stelzmann-Str. 9, KOELN",573.325,GBCTP,GKLTP
"Campus Virchow-Klinikum, BERLIN","Baldingerstrasse, MARBURG/LAHN",465.879,GBCTP,GMRTP
"Campus Virchow-Klinikum, BERLIN","Hoppe-Seyler-Strasse 3, TUEBINGEN",680.115,GBCTP,GTUTP
"Campus Virchow-Klinikum, BERLIN","Postbus 22660, AMSTERDAM",652.989,GBCTP,NAWTP
"Campus Virchow-Klinikum, BERLIN","Waehringer Guertel 18-20, Wien",696.334,GBCTP,AWDTP
"Campus Virchow-Klinikum, BERLIN","J. Huttlera 4, Osijek",1118.638,GBCTP,COSTP
"Campus Virchow-Klinikum, BERLIN","Sigmund Freud Strasse 25, BONN-Venusberg",600.871,GBCTP,GBOTP
"Campus Virchow-Klinikum, BERLIN","Ernst Grube Strasse 40, HALLE/Saale",170.119,GBCTP,GHATP
"Campus Virchow-Klinikum, BERLIN","Ostmerheimerstrasse 200, Koln (Merheim)",567.255,GBCTP,GKMTP
"Campus Virchow-Klinikum, BERLIN","Langenbeckstr. 1, Mainz",571.624,GBCTP,GMZTP
"Campus Virchow-Klinikum, BERLIN","ZIM - Medizinische Klinik I, WUERZBURG",479.84,GBCTP,GWZTP
"Campus Virchow-Klinikum, BERLIN","Hanzeplein 1, Groningen",561.776,GBCTP,NGRTP
"Campus Virchow-Klinikum, BERLIN","Abt. Transplantation 09 D, Wien",690.355,GBCTP,AWGTP
"Campus Virchow-Klinikum, BERLIN","Kresimirova 42, Rijeka",1099.05,GBCTP,CRITP
"Campus Virchow-Klinikum, BERLIN","Friedrichstrasse 10, Stuttgart",628.374,GBCTP,GBWOR
"Campus Virchow-Klinikum, BERLIN","Im Neuenheimer Feld 110, HEIDELBERG",627.292,GBCTP,GHBTP
"Campus Virchow-Klinikum, BERLIN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",653.399,GBCTP,GKSTP
"Campus Virchow-Klinikum, BERLIN","Maximilianspl. 2, ERLANGEN",438.483,GBCTP,GNBTP
"Campus Virchow-Klinikum, BERLIN","Baross u. 23-25., Budapest",883.347,GBCTP,HBSTP
"Campus Virchow-Klinikum, BERLIN","Albinusdreef 2, LEIDEN",694.13,GBCTP,NLBTP
"Campus Virchow-Klinikum, BERLIN","Wilrijkstraat 10, EDEGEM",724.451,GBCTP,BANTP
"Campus Virchow-Klinikum, BERLIN","Kispaticeva 12, Zagreb",1054.04,GBCTP,CZATP
"Campus Virchow-Klinikum, BERLIN","Marchioninistrasse 15, Muenchen",597.765,GBCTP,GBYOR
"Campus Virchow-Klinikum, BERLIN","Martinistrasse 52, HAMBURG",282.638,GBCTP,GHGTP
"Campus Virchow-Klinikum, BERLIN","Liebigstrasse 20, LEIPZIG",187.861,GBCTP,GLPTP
"Campus Virchow-Klinikum, BERLIN","Schiffgraben 44, Hannover",280.774,GBCTP,GNDOR
"Campus Virchow-Klinikum, BERLIN","Moricz Zs. krt. 22., Debrecen",1046.574,GBCTP,HDBTP
"Campus Virchow-Klinikum, BERLIN","P. Debyelaan 25, MAASTRICHT",659.549,GBCTP,NMSTP
"Campus Virchow-Klinikum, BERLIN","Laarbeeklaan 101, JETTE/BRUSSEL",759.209,GBCTP,BBJTP
"Campus Virchow-Klinikum, BERLIN","Zajceva 19, Zagreb",1057.021,GBCTP,CZMTP
"Campus Virchow-Klinikum, BERLIN","Fetscherstr. 74, DRESDEN",201.997,GBCTP,GDRTP
"Campus Virchow-Klinikum, BERLIN","Vogelsang 105, HANN. MUENDEN",360.656,GBCTP,GHMTP
"Campus Virchow-Klinikum, BERLIN","Transplantationsbuero, LUEBECK",273.294,GBCTP,GLUTP
"Campus Virchow-Klinikum, BERLIN","Saatwinkler Damm 11-12, Berlin",1.357,GBCTP,GNOOR
"Campus Virchow-Klinikum, BERLIN","Rakoczi ut 2., Pecs",1091.965,GBCTP,HPCTP
"Campus Virchow-Klinikum, BERLIN","Geert Groote Plein 8, NIJMEGEN",615.782,GBCTP,NNYTP
"Campus Virchow-Klinikum, BERLIN","808 Route de Lennik, Brussels",769.626,GBCTP,BBRTP
