origin,destination,driving_time,from_center,to_center
"Krankenhausstrasse 9, LINZ","Laarbeeklaan 101, JETTE/BRUSSEL",9.44777777777778,AOLTP,BBJTP
"Krankenhausstrasse 9, LINZ","Zajceva 19, Zagreb",4.46,AOLTP,CZMTP
"Krankenhausstrasse 9, LINZ","Fetscherstr. 74, DRESDEN",4.68777777777778,AOLTP,GDRTP
"Krankenhausstrasse 9, LINZ","Vogelsang 105, HANN. MUENDEN",6.82638888888889,AOLTP,GHMTP
"Krankenhausstrasse 9, LINZ","Transplantationsbuero, LUEBECK",9.21222222222222,AOLTP,GLUTP
"Krankenhausstrasse 9, LINZ","Saatwinkler Damm 11-12, Berlin",6.58222222222222,AOLTP,GNOOR
"Krankenhausstrasse 9, LINZ","Rakoczi ut 2., Pecs",6.04527777777778,AOLTP,HPCTP
"Krankenhausstrasse 9, LINZ","Geert Groote Plein 8, NIJMEGEN",8.94527777777778,AOLTP,NNYTP
"Krankenhausstrasse 9, LINZ","808 Route de Lennik, Brussels",9.56638888888889,AOLTP,BBRTP
"Krankenhausstrasse 9, LINZ","Pauwelstr. 30, AACHEN",8.12444444444444,AOLTP,GAKTP
"Krankenhausstrasse 9, LINZ","Moorenstrasse 5, DUESSELDORF",7.85611111111111,AOLTP,GDUTP
"Krankenhausstrasse 9, LINZ","Stadtfelddamm 65, HANNOVER",7.80805555555556,AOLTP,GHOTP
"Krankenhausstrasse 9, LINZ","Theodor Kutzer Ufer 1-3, MANNHEIM",5.76555555555556,AOLTP,GMATP
"Krankenhausstrasse 9, LINZ","Lindenallee, Essen",8.08083333333333,AOLTP,GNWOR
"Krankenhausstrasse 9, LINZ","Pecsi ut 4., Szeged",5.71722222222222,AOLTP,HSZTP
"Krankenhausstrasse 9, LINZ","Dr. Molewaterplein 40, ROTTERDAM",10.1197222222222,AOLTP,NRDTP
"Ksaver 200a, Zagreb","Auenbruggerplatz 29, GRAZ",2.28527777777778,CHROR,AGATP
"Ksaver 200a, Zagreb","De Pintelaan 185, GENT",13.2269444444444,CHROR,BGETP
"Ksaver 200a, Zagreb","Stenglinstrasse 2, AUGSBURG",6.65444444444445,CHROR,GAUTP
"Ksaver 200a, Zagreb","Hufelandstrasse 55, ESSEN",11.3169444444444,CHROR,GESTP
"Ksaver 200a, Zagreb","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",9.94583333333333,CHROR,GHSTP
"Ksaver 200a, Zagreb","Ismaningerstr. 22, MUENCHEN",5.87805555555556,CHROR,GMHTP
"Ksaver 200a, Zagreb","Walter-Koehn-str. 1A, Leipzig",9.14972222222222,CHROR,GOSOR
"Ksaver 200a, Zagreb","Karolina ut 19-21., Budapest",3.37333333333333,CHROR,HUNOR
"Ksaver 200a, Zagreb","Postbus 2060, ROTTERDAM",13.3394444444444,CHROR,NRSTP
"Ksaver 200a, Zagreb","Anichstrasse 35, INNSBRUCK",6.45194444444444,CHROR,AIBTP
"Ksaver 200a, Zagreb","10, Avenue Hippocrate, Brussels",12.5916666666667,CHROR,BLATP
"Ksaver 200a, Zagreb","Universitaetsklinik, BOCHUM",11.5486111111111,CHROR,GBBTP
"Ksaver 200a, Zagreb","Pacelli Allee 4, FULDA",8.91527777777778,CHROR,GFDTP
"Ksaver 200a, Zagreb","Lessingstrasse 1, JENA",8.67916666666667,CHROR,GJETP
"Ksaver 200a, Zagreb","Haifa-Allee 2, Mainz",9.47472222222222,CHROR,GMIOR
"Ksaver 200a, Zagreb","Organisationsburo, REGENSBURG",6.15222222222222,CHROR,GRBTP
"Ksaver 200a, Zagreb","4 Rue Barble, LUXEMBOURG",11.0738888888889,CHROR,LLXTP
"Ksaver 200a, Zagreb","Heidelberglaan 100, UTRECHT",12.7986111111111,CHROR,NUTTP
"Ksaver 200a, Zagreb","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",2.78972222222222,CHROR,AKTTP
"Ksaver 200a, Zagreb","Herestraat 49, LEUVEN",12.4063888888889,CHROR,BLETP
"Ksaver 200a, Zagreb","Herestraat 49, LEUVEN",12.4063888888889,CHROR,BLMTP
"Ksaver 200a, Zagreb","Campus Virchow-Klinikum, BERLIN",10.4433333333333,CHROR,GBCTP
"Ksaver 200a, Zagreb","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",9.21361111111111,CHROR,GFMTP
"Ksaver 200a, Zagreb","Arnold-Heller-Strasse 3, KIEL",13.2738888888889,CHROR,GKITP
"Ksaver 200a, Zagreb","Marchioninistr. 15, Munich",6.05055555555556,CHROR,GMLTP
"Ksaver 200a, Zagreb","Ernst-Heydemann-Strasse 8, ROSTOCK",12.0686111111111,CHROR,GROTP
"Ksaver 200a, Zagreb","Meibergdreef 9, Amsterdam",13.0886111111111,CHROR,NAETP
"Ksaver 200a, Zagreb","Zaloska 7, LJUBLJANA",1.64833333333333,CHROR,SLOTP
"Ksaver 200a, Zagreb","Fadingerstrasse 1, LINZ",4.45444444444444,CHROR,AOETP
"Ksaver 200a, Zagreb","Avenue de l Hopital, LIEGE",12.0952777777778,CHROR,BLGTP
"Ksaver 200a, Zagreb","Hindenburgdamm 30, Berlin",10.3302777777778,CHROR,GBETP
"Ksaver 200a, Zagreb","Hugstetterstrasse 55, FREIBURG IM BREISGAU",9.67194444444444,CHROR,GFRTP
"Ksaver 200a, Zagreb","Joseph  Stelzmannstrasse 9, KOELN",10.8622222222222,CHROR,GKKTP
"Ksaver 200a, Zagreb","Albert Schweitzerstrasse 33, MUENSTER",11.7163888888889,CHROR,GMNTP
"Ksaver 200a, Zagreb","Transplantationszentrum, STUTTGART",7.9925,CHROR,GSTTP
"Ksaver 200a, Zagreb","De Boelelaan 1117, AMSTERDAM",13.1741666666667,CHROR,NAVTP
"Ksaver 200a, Zagreb","Krankenhausstrasse 9, LINZ",4.455,CHROR,AOLTP
"Ksaver 200a, Zagreb","Ksaver 200a, Zagreb",0,CHROR,CHROR
"Ksaver 200a, Zagreb","St. Juergenstrasse, BREMEN",12.1005555555556,CHROR,GBMTP
"Ksaver 200a, Zagreb","Klinikstrasse 36, GIESSEN",9.61333333333333,CHROR,GGITP
"Ksaver 200a, Zagreb","Joseph-Stelzmann-Str. 9, KOELN",10.8622222222222,CHROR,GKLTP
"Ksaver 200a, Zagreb","Baldingerstrasse, MARBURG/LAHN",9.96361111111111,CHROR,GMRTP
"Ksaver 200a, Zagreb","Hoppe-Seyler-Strasse 3, TUEBINGEN",8.23222222222222,CHROR,GTUTP
"Ksaver 200a, Zagreb","Postbus 22660, AMSTERDAM",13.2044444444444,CHROR,NAWTP
"Ksaver 200a, Zagreb","Waehringer Guertel 18-20, Wien",3.93416666666667,CHROR,AWDTP
"Ksaver 200a, Zagreb","J. Huttlera 4, Osijek",2.76805555555556,CHROR,COSTP
"Ksaver 200a, Zagreb","Sigmund Freud Strasse 25, BONN-Venusberg",10.7280555555556,CHROR,GBOTP
"Ksaver 200a, Zagreb","Ernst Grube Strasse 40, HALLE/Saale",9.22333333333333,CHROR,GHATP
"Ksaver 200a, Zagreb","Ostmerheimerstrasse 200, Koln (Merheim)",10.715,CHROR,GKMTP
"Ksaver 200a, Zagreb","Langenbeckstr. 1, Mainz",9.50111111111111,CHROR,GMZTP
"Ksaver 200a, Zagreb","ZIM - Medizinische Klinik I, WUERZBURG",8.20361111111111,CHROR,GWZTP
"Ksaver 200a, Zagreb","Hanzeplein 1, Groningen",13.1516666666667,CHROR,NGRTP
"Ksaver 200a, Zagreb","Abt. Transplantation 09 D, Wien",3.94055555555556,CHROR,AWGTP
"Ksaver 200a, Zagreb","Kresimirova 42, Rijeka",1.92888888888889,CHROR,CRITP
"Ksaver 200a, Zagreb","Friedrichstrasse 10, Stuttgart",8.04305555555556,CHROR,GBWOR
"Ksaver 200a, Zagreb","Im Neuenheimer Feld 110, HEIDELBERG",9.10277777777778,CHROR,GHBTP
"Ksaver 200a, Zagreb","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",9.81416666666667,CHROR,GKSTP
"Ksaver 200a, Zagreb","Maximilianspl. 2, ERLANGEN",7.22527777777778,CHROR,GNBTP
"Ksaver 200a, Zagreb","Baross u. 23-25., Budapest",3.44638888888889,CHROR,HBSTP
"Ksaver 200a, Zagreb","Albinusdreef 2, LEIDEN",13.4422222222222,CHROR,NLBTP
"Ksaver 200a, Zagreb","Wilrijkstraat 10, EDEGEM",12.7794444444444,CHROR,BANTP
"Ksaver 200a, Zagreb","Kispaticeva 12, Zagreb",0.0630555555555556,CHROR,CZATP
"Ksaver 200a, Zagreb","Marchioninistrasse 15, Muenchen",6.05055555555556,CHROR,GBYOR
"Ksaver 200a, Zagreb","Martinistrasse 52, HAMBURG",12.5741666666667,CHROR,GHGTP
"Ksaver 200a, Zagreb","Liebigstrasse 20, LEIPZIG",9.19361111111111,CHROR,GLPTP
"Ksaver 200a, Zagreb","Schiffgraben 44, Hannover",11.2333333333333,CHROR,GNDOR
"Ksaver 200a, Zagreb","Moricz Zs. krt. 22., Debrecen",5.59611111111111,CHROR,HDBTP
"Ksaver 200a, Zagreb","P. Debyelaan 25, MAASTRICHT",11.6863888888889,CHROR,NMSTP
"Ksaver 200a, Zagreb","Laarbeeklaan 101, JETTE/BRUSSEL",12.7888888888889,CHROR,BBJTP
"Ksaver 200a, Zagreb","Zajceva 19, Zagreb",0.127222222222222,CHROR,CZMTP
"Ksaver 200a, Zagreb","Fetscherstr. 74, DRESDEN",8.56388888888889,CHROR,GDRTP
"Ksaver 200a, Zagreb","Vogelsang 105, HANN. MUENDEN",10.0441666666667,CHROR,GHMTP
"Ksaver 200a, Zagreb","Transplantationsbuero, LUEBECK",12.7116666666667,CHROR,GLUTP
"Ksaver 200a, Zagreb","Saatwinkler Damm 11-12, Berlin",10.4061111111111,CHROR,GNOOR
"Ksaver 200a, Zagreb","Rakoczi ut 2., Pecs",3.28083333333333,CHROR,HPCTP
"Ksaver 200a, Zagreb","Geert Groote Plein 8, NIJMEGEN",12.245,CHROR,NNYTP
"Ksaver 200a, Zagreb","808 Route de Lennik, Brussels",12.9111111111111,CHROR,BBRTP
"Ksaver 200a, Zagreb","Pauwelstr. 30, AACHEN",11.4222222222222,CHROR,GAKTP
"Ksaver 200a, Zagreb","Moorenstrasse 5, DUESSELDORF",11.1180555555556,CHROR,GDUTP
"Ksaver 200a, Zagreb","Stadtfelddamm 65, HANNOVER",11.1983333333333,CHROR,GHOTP
"Ksaver 200a, Zagreb","Theodor Kutzer Ufer 1-3, MANNHEIM",9.17555555555556,CHROR,GMATP
"Ksaver 200a, Zagreb","Lindenallee, Essen",11.3455555555556,CHROR,GNWOR
"Ksaver 200a, Zagreb","Pecsi ut 4., Szeged",4.92194444444445,CHROR,HSZTP
"Ksaver 200a, Zagreb","Dr. Molewaterplein 40, ROTTERDAM",13.4266666666667,CHROR,NRDTP
"St. Juergenstrasse, BREMEN","Auenbruggerplatz 29, GRAZ",10.7286111111111,GBMTP,AGATP
"St. Juergenstrasse, BREMEN","De Pintelaan 185, GENT",5.34305555555556,GBMTP,BGETP
"St. Juergenstrasse, BREMEN","Stenglinstrasse 2, AUGSBURG",7.35944444444445,GBMTP,GAUTP
"St. Juergenstrasse, BREMEN","Hufelandstrasse 55, ESSEN",3.00833333333333,GBMTP,GESTP
"St. Juergenstrasse, BREMEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",6.50194444444445,GBMTP,GHSTP
"St. Juergenstrasse, BREMEN","Ismaningerstr. 22, MUENCHEN",7.70361111111111,GBMTP,GMHTP
"St. Juergenstrasse, BREMEN","Walter-Koehn-str. 1A, Leipzig",3.7875,GBMTP,GOSOR
"St. Juergenstrasse, BREMEN","Karolina ut 19-21., Budapest",10.9297222222222,GBMTP,HUNOR
"St. Juergenstrasse, BREMEN","Postbus 2060, ROTTERDAM",4.12833333333333,GBMTP,NRSTP
"St. Juergenstrasse, BREMEN","Anichstrasse 35, INNSBRUCK",9.22083333333333,GBMTP,AIBTP
"St. Juergenstrasse, BREMEN","10, Avenue Hippocrate, Brussels",5.12527777777778,GBMTP,BLATP
"St. Juergenstrasse, BREMEN","Universitaetsklinik, BOCHUM",2.80222222222222,GBMTP,GBBTP
"St. Juergenstrasse, BREMEN","Pacelli Allee 4, FULDA",4.11166666666667,GBMTP,GFDTP
"St. Juergenstrasse, BREMEN","Lessingstrasse 1, JENA",4.47111111111111,GBMTP,GJETP
"St. Juergenstrasse, BREMEN","Haifa-Allee 2, Mainz",5.26722222222222,GBMTP,GMIOR
"St. Juergenstrasse, BREMEN","Organisationsburo, REGENSBURG",6.84916666666667,GBMTP,GRBTP
"St. Juergenstrasse, BREMEN","4 Rue Barble, LUXEMBOURG",5.86722222222222,GBMTP,LLXTP
"St. Juergenstrasse, BREMEN","Heidelberglaan 100, UTRECHT",3.53611111111111,GBMTP,NUTTP
"St. Juergenstrasse, BREMEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",10.9680555555556,GBMTP,AKTTP
"St. Juergenstrasse, BREMEN","Herestraat 49, LEUVEN",4.95111111111111,GBMTP,BLETP
"St. Juergenstrasse, BREMEN","Herestraat 49, LEUVEN",4.95111111111111,GBMTP,BLMTP
"St. Juergenstrasse, BREMEN","Campus Virchow-Klinikum, BERLIN",3.96444444444444,GBMTP,GBCTP
"St. Juergenstrasse, BREMEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",5.00027777777778,GBMTP,GFMTP
"St. Juergenstrasse, BREMEN","Arnold-Heller-Strasse 3, KIEL",2.32916666666667,GBMTP,GKITP
"St. Juergenstrasse, BREMEN","Marchioninistr. 15, Munich",7.77833333333333,GBMTP,GMLTP
"St. Juergenstrasse, BREMEN","Ernst-Heydemann-Strasse 8, ROSTOCK",3.16333333333333,GBMTP,GROTP
"St. Juergenstrasse, BREMEN","Meibergdreef 9, Amsterdam",3.58055555555556,GBMTP,NAETP
"St. Juergenstrasse, BREMEN","Zaloska 7, LJUBLJANA",11.6011111111111,GBMTP,SLOTP
"St. Juergenstrasse, BREMEN","Fadingerstrasse 1, LINZ",9.04138888888889,GBMTP,AOETP
"St. Juergenstrasse, BREMEN","Avenue de l Hopital, LIEGE",4.85305555555556,GBMTP,BLGTP
"St. Juergenstrasse, BREMEN","Hindenburgdamm 30, Berlin",4.00361111111111,GBMTP,GBETP
"St. Juergenstrasse, BREMEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",7.35,GBMTP,GFRTP
"St. Juergenstrasse, BREMEN","Joseph  Stelzmannstrasse 9, KOELN",3.61833333333333,GBMTP,GKKTP
"St. Juergenstrasse, BREMEN","Albert Schweitzerstrasse 33, MUENSTER",2.02944444444444,GBMTP,GMNTP
"St. Juergenstrasse, BREMEN","Transplantationszentrum, STUTTGART",6.94111111111111,GBMTP,GSTTP
"St. Juergenstrasse, BREMEN","De Boelelaan 1117, AMSTERDAM",3.63138888888889,GBMTP,NAVTP
"St. Juergenstrasse, BREMEN","Krankenhausstrasse 9, LINZ",9.03805555555556,GBMTP,AOLTP
"St. Juergenstrasse, BREMEN","Ksaver 200a, Zagreb",12.4994444444444,GBMTP,CHROR
"St. Juergenstrasse, BREMEN","St. Juergenstrasse, BREMEN",0,GBMTP,GBMTP
"St. Juergenstrasse, BREMEN","Klinikstrasse 36, GIESSEN",4.5825,GBMTP,GGITP
"St. Juergenstrasse, BREMEN","Joseph-Stelzmann-Str. 9, KOELN",3.61833333333333,GBMTP,GKLTP
"St. Juergenstrasse, BREMEN","Baldingerstrasse, MARBURG/LAHN",4.20638888888889,GBMTP,GMRTP
"St. Juergenstrasse, BREMEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",7.34805555555556,GBMTP,GTUTP
"St. Juergenstrasse, BREMEN","Postbus 22660, AMSTERDAM",3.6475,GBMTP,NAWTP
"St. Juergenstrasse, BREMEN","Waehringer Guertel 18-20, Wien",9.59777777777778,GBMTP,AWDTP
"St. Juergenstrasse, BREMEN","J. Huttlera 4, Osijek",13.225,GBMTP,COSTP
"St. Juergenstrasse, BREMEN","Sigmund Freud Strasse 25, BONN-Venusberg",3.93055555555556,GBMTP,GBOTP
"St. Juergenstrasse, BREMEN","Ernst Grube Strasse 40, HALLE/Saale",3.58805555555556,GBMTP,GHATP
"St. Juergenstrasse, BREMEN","Ostmerheimerstrasse 200, Koln (Merheim)",3.53027777777778,GBMTP,GKMTP
"St. Juergenstrasse, BREMEN","Langenbeckstr. 1, Mainz",5.26722222222222,GBMTP,GMZTP
"St. Juergenstrasse, BREMEN","ZIM - Medizinische Klinik I, WUERZBURG",5.23777777777778,GBMTP,GWZTP
"St. Juergenstrasse, BREMEN","Hanzeplein 1, Groningen",1.99527777777778,GBMTP,NGRTP
"St. Juergenstrasse, BREMEN","Abt. Transplantation 09 D, Wien",9.57361111111111,GBMTP,AWGTP
"St. Juergenstrasse, BREMEN","Kresimirova 42, Rijeka",12.8944444444444,GBMTP,CRITP
"St. Juergenstrasse, BREMEN","Friedrichstrasse 10, Stuttgart",6.90055555555556,GBMTP,GBWOR
"St. Juergenstrasse, BREMEN","Im Neuenheimer Feld 110, HEIDELBERG",5.66444444444444,GBMTP,GHBTP
"St. Juergenstrasse, BREMEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",6.10805555555556,GBMTP,GKSTP
"St. Juergenstrasse, BREMEN","Maximilianspl. 2, ERLANGEN",5.99833333333333,GBMTP,GNBTP
"St. Juergenstrasse, BREMEN","Baross u. 23-25., Budapest",11.0633333333333,GBMTP,HBSTP
"St. Juergenstrasse, BREMEN","Albinusdreef 2, LEIDEN",4.00083333333333,GBMTP,NLBTP
"St. Juergenstrasse, BREMEN","Wilrijkstraat 10, EDEGEM",5.00472222222222,GBMTP,BANTP
"St. Juergenstrasse, BREMEN","Kispaticeva 12, Zagreb",12.3841666666667,GBMTP,CZATP
"St. Juergenstrasse, BREMEN","Marchioninistrasse 15, Muenchen",7.77833333333333,GBMTP,GBYOR
"St. Juergenstrasse, BREMEN","Martinistrasse 52, HAMBURG",1.43861111111111,GBMTP,GHGTP
"St. Juergenstrasse, BREMEN","Liebigstrasse 20, LEIPZIG",3.93222222222222,GBMTP,GLPTP
"St. Juergenstrasse, BREMEN","Schiffgraben 44, Hannover",1.4275,GBMTP,GNDOR
"St. Juergenstrasse, BREMEN","Moricz Zs. krt. 22., Debrecen",13.0622222222222,GBMTP,HDBTP
"St. Juergenstrasse, BREMEN","P. Debyelaan 25, MAASTRICHT",4.3525,GBMTP,NMSTP
"St. Juergenstrasse, BREMEN","Laarbeeklaan 101, JETTE/BRUSSEL",5.25166666666667,GBMTP,BBJTP
"St. Juergenstrasse, BREMEN","Zajceva 19, Zagreb",12.4511111111111,GBMTP,CZMTP
"St. Juergenstrasse, BREMEN","Fetscherstr. 74, DRESDEN",5.02166666666667,GBMTP,GDRTP
"St. Juergenstrasse, BREMEN","Vogelsang 105, HANN. MUENDEN",2.83944444444444,GBMTP,GHMTP
"St. Juergenstrasse, BREMEN","Transplantationsbuero, LUEBECK",1.99444444444444,GBMTP,GLUTP
"St. Juergenstrasse, BREMEN","Saatwinkler Damm 11-12, Berlin",3.94777777777778,GBMTP,GNOOR
"St. Juergenstrasse, BREMEN","Rakoczi ut 2., Pecs",12.6375,GBMTP,HPCTP
"St. Juergenstrasse, BREMEN","Geert Groote Plein 8, NIJMEGEN",3.57,GBMTP,NNYTP
"St. Juergenstrasse, BREMEN","808 Route de Lennik, Brussels",5.36555555555556,GBMTP,BBRTP
"St. Juergenstrasse, BREMEN","Pauwelstr. 30, AACHEN",4.26666666666667,GBMTP,GAKTP
"St. Juergenstrasse, BREMEN","Moorenstrasse 5, DUESSELDORF",3.36472222222222,GBMTP,GDUTP
"St. Juergenstrasse, BREMEN","Stadtfelddamm 65, HANNOVER",1.40833333333333,GBMTP,GHOTP
"St. Juergenstrasse, BREMEN","Theodor Kutzer Ufer 1-3, MANNHEIM",5.58138888888889,GBMTP,GMATP
"St. Juergenstrasse, BREMEN","Lindenallee, Essen",2.9475,GBMTP,GNWOR
"St. Juergenstrasse, BREMEN","Pecsi ut 4., Szeged",12.3972222222222,GBMTP,HSZTP
"St. Juergenstrasse, BREMEN","Dr. Molewaterplein 40, ROTTERDAM",4.19833333333333,GBMTP,NRDTP
"Klinikstrasse 36, GIESSEN","Auenbruggerplatz 29, GRAZ",8.10583333333333,GGITP,AGATP
"Klinikstrasse 36, GIESSEN","De Pintelaan 185, GENT",4.38083333333333,GGITP,BGETP
"Klinikstrasse 36, GIESSEN","Stenglinstrasse 2, AUGSBURG",4.26388888888889,GGITP,GAUTP
"Klinikstrasse 36, GIESSEN","Hufelandstrasse 55, ESSEN",2.41333333333333,GGITP,GESTP
"Klinikstrasse 36, GIESSEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",2.35805555555556,GGITP,GHSTP
"Klinikstrasse 36, GIESSEN","Ismaningerstr. 22, MUENCHEN",4.735,GGITP,GMHTP
"Klinikstrasse 36, GIESSEN","Walter-Koehn-str. 1A, Leipzig",3.77916666666667,GGITP,GOSOR
"Klinikstrasse 36, GIESSEN","Karolina ut 19-21., Budapest",9.96694444444444,GGITP,HUNOR
"Klinikstrasse 36, GIESSEN","Postbus 2060, ROTTERDAM",4.35777777777778,GGITP,NRSTP
"Klinikstrasse 36, GIESSEN","Anichstrasse 35, INNSBRUCK",6.12166666666667,GGITP,AIBTP
"Klinikstrasse 36, GIESSEN","10, Avenue Hippocrate, Brussels",3.77305555555556,GGITP,BLATP
"Klinikstrasse 36, GIESSEN","Universitaetsklinik, BOCHUM",2.22166666666667,GGITP,GBBTP
"Klinikstrasse 36, GIESSEN","Pacelli Allee 4, FULDA",1.35527777777778,GGITP,GFDTP
"Klinikstrasse 36, GIESSEN","Lessingstrasse 1, JENA",2.79222222222222,GGITP,GJETP
"Klinikstrasse 36, GIESSEN","Haifa-Allee 2, Mainz",1.1375,GGITP,GMIOR
"Klinikstrasse 36, GIESSEN","Organisationsburo, REGENSBURG",4.105,GGITP,GRBTP
"Klinikstrasse 36, GIESSEN","4 Rue Barble, LUXEMBOURG",3.03833333333333,GGITP,LLXTP
"Klinikstrasse 36, GIESSEN","Heidelberglaan 100, UTRECHT",3.88916666666667,GGITP,NUTTP
"Klinikstrasse 36, GIESSEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",8.19222222222222,GGITP,AKTTP
"Klinikstrasse 36, GIESSEN","Herestraat 49, LEUVEN",3.58916666666667,GGITP,BLETP
"Klinikstrasse 36, GIESSEN","Herestraat 49, LEUVEN",3.58916666666667,GGITP,BLMTP
"Klinikstrasse 36, GIESSEN","Campus Virchow-Klinikum, BERLIN",5.16444444444444,GGITP,GBCTP
"Klinikstrasse 36, GIESSEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",0.812777777777778,GGITP,GFMTP
"Klinikstrasse 36, GIESSEN","Arnold-Heller-Strasse 3, KIEL",5.71833333333333,GGITP,GKITP
"Klinikstrasse 36, GIESSEN","Marchioninistr. 15, Munich",4.88638888888889,GGITP,GMLTP
"Klinikstrasse 36, GIESSEN","Ernst-Heydemann-Strasse 8, ROSTOCK",6.33777777777778,GGITP,GROTP
"Klinikstrasse 36, GIESSEN","Meibergdreef 9, Amsterdam",4.13805555555556,GGITP,NAETP
"Klinikstrasse 36, GIESSEN","Zaloska 7, LJUBLJANA",8.84694444444444,GGITP,SLOTP
"Klinikstrasse 36, GIESSEN","Fadingerstrasse 1, LINZ",6.48805555555556,GGITP,AOETP
"Klinikstrasse 36, GIESSEN","Avenue de l Hopital, LIEGE",3.28777777777778,GGITP,BLGTP
"Klinikstrasse 36, GIESSEN","Hindenburgdamm 30, Berlin",5.20222222222222,GGITP,GBETP
"Klinikstrasse 36, GIESSEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",3.41722222222222,GGITP,GFRTP
"Klinikstrasse 36, GIESSEN","Joseph  Stelzmannstrasse 9, KOELN",1.91222222222222,GGITP,GKKTP
"Klinikstrasse 36, GIESSEN","Albert Schweitzerstrasse 33, MUENSTER",2.73111111111111,GGITP,GMNTP
"Klinikstrasse 36, GIESSEN","Transplantationszentrum, STUTTGART",2.83194444444444,GGITP,GSTTP
"Klinikstrasse 36, GIESSEN","De Boelelaan 1117, AMSTERDAM",4.20833333333333,GGITP,NAVTP
"Klinikstrasse 36, GIESSEN","Krankenhausstrasse 9, LINZ",6.49194444444444,GGITP,AOLTP
"Klinikstrasse 36, GIESSEN","Ksaver 200a, Zagreb",9.93944444444444,GGITP,CHROR
"Klinikstrasse 36, GIESSEN","St. Juergenstrasse, BREMEN",4.47472222222222,GGITP,GBMTP
"Klinikstrasse 36, GIESSEN","Klinikstrasse 36, GIESSEN",0,GGITP,GGITP
"Klinikstrasse 36, GIESSEN","Joseph-Stelzmann-Str. 9, KOELN",1.91222222222222,GGITP,GKLTP
"Klinikstrasse 36, GIESSEN","Baldingerstrasse, MARBURG/LAHN",0.568333333333333,GGITP,GMRTP
"Klinikstrasse 36, GIESSEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",3.17638888888889,GGITP,GTUTP
"Klinikstrasse 36, GIESSEN","Postbus 22660, AMSTERDAM",4.22888888888889,GGITP,NAWTP
"Klinikstrasse 36, GIESSEN","Waehringer Guertel 18-20, Wien",7.89166666666667,GGITP,AWDTP
"Klinikstrasse 36, GIESSEN","J. Huttlera 4, Osijek",11.925,GGITP,COSTP
"Klinikstrasse 36, GIESSEN","Sigmund Freud Strasse 25, BONN-Venusberg",1.85027777777778,GGITP,GBOTP
"Klinikstrasse 36, GIESSEN","Ernst Grube Strasse 40, HALLE/Saale",3.64166666666667,GGITP,GHATP
"Klinikstrasse 36, GIESSEN","Ostmerheimerstrasse 200, Koln (Merheim)",1.72777777777778,GGITP,GKMTP
"Klinikstrasse 36, GIESSEN","Langenbeckstr. 1, Mainz",1.09666666666667,GGITP,GMZTP
"Klinikstrasse 36, GIESSEN","ZIM - Medizinische Klinik I, WUERZBURG",1.97083333333333,GGITP,GWZTP
"Klinikstrasse 36, GIESSEN","Hanzeplein 1, Groningen",4.6975,GGITP,NGRTP
"Klinikstrasse 36, GIESSEN","Abt. Transplantation 09 D, Wien",7.96611111111111,GGITP,AWGTP
"Klinikstrasse 36, GIESSEN","Kresimirova 42, Rijeka",10.1363888888889,GGITP,CRITP
"Klinikstrasse 36, GIESSEN","Friedrichstrasse 10, Stuttgart",2.79083333333333,GGITP,GBWOR
"Klinikstrasse 36, GIESSEN","Im Neuenheimer Feld 110, HEIDELBERG",1.59833333333333,GGITP,GHBTP
"Klinikstrasse 36, GIESSEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",1.94194444444444,GGITP,GKSTP
"Klinikstrasse 36, GIESSEN","Maximilianspl. 2, ERLANGEN",2.8625,GGITP,GNBTP
"Klinikstrasse 36, GIESSEN","Baross u. 23-25., Budapest",10.0952777777778,GGITP,HBSTP
"Klinikstrasse 36, GIESSEN","Albinusdreef 2, LEIDEN",4.45888888888889,GGITP,NLBTP
"Klinikstrasse 36, GIESSEN","Wilrijkstraat 10, EDEGEM",3.93472222222222,GGITP,BANTP
"Klinikstrasse 36, GIESSEN","Kispaticeva 12, Zagreb",9.81166666666667,GGITP,CZATP
"Klinikstrasse 36, GIESSEN","Marchioninistrasse 15, Muenchen",4.88638888888889,GGITP,GBYOR
"Klinikstrasse 36, GIESSEN","Martinistrasse 52, HAMBURG",4.93111111111111,GGITP,GHGTP
"Klinikstrasse 36, GIESSEN","Liebigstrasse 20, LEIPZIG",3.79555555555556,GGITP,GLPTP
"Klinikstrasse 36, GIESSEN","Schiffgraben 44, Hannover",3.29555555555556,GGITP,GNDOR
"Klinikstrasse 36, GIESSEN","Moricz Zs. krt. 22., Debrecen",12.1133333333333,GGITP,HDBTP
