origin,destination,driving_time,from_center,to_center
"10, Avenue Hippocrate, Brussels","Rakoczi ut 2., Pecs",14.2313888888889,BLATP,HPCTP
"10, Avenue Hippocrate, Brussels","Geert Groote Plein 8, NIJMEGEN",2.05333333333333,BLATP,NNYTP
"10, Avenue Hippocrate, Brussels","808 Route de Lennik, Brussels",0.393055555555556,BLATP,BBRTP
"10, Avenue Hippocrate, Brussels","Pauwelstr. 30, AACHEN",1.37916666666667,BLATP,GAKTP
"10, Avenue Hippocrate, Brussels","Moorenstrasse 5, DUESSELDORF",2.07472222222222,BLATP,GDUTP
"10, Avenue Hippocrate, Brussels","Stadtfelddamm 65, HANNOVER",5.03277777777778,BLATP,GHOTP
"10, Avenue Hippocrate, Brussels","Theodor Kutzer Ufer 1-3, MANNHEIM",4.55805555555556,BLATP,GMATP
"10, Avenue Hippocrate, Brussels","Lindenallee, Essen",2.39222222222222,BLATP,GNWOR
"10, Avenue Hippocrate, Brussels","Pecsi ut 4., Szeged",14.1458333333333,BLATP,HSZTP
"10, Avenue Hippocrate, Brussels","Dr. Molewaterplein 40, ROTTERDAM",1.56305555555556,BLATP,NRDTP
"Universitaetsklinik, BOCHUM","Auenbruggerplatz 29, GRAZ",9.97361111111111,GBBTP,AGATP
"Universitaetsklinik, BOCHUM","De Pintelaan 185, GENT",2.83666666666667,GBBTP,BGETP
"Universitaetsklinik, BOCHUM","Stenglinstrasse 2, AUGSBURG",5.91555555555556,GBBTP,GAUTP
"Universitaetsklinik, BOCHUM","Hufelandstrasse 55, ESSEN",0.342222222222222,GBBTP,GESTP
"Universitaetsklinik, BOCHUM","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",3.75055555555556,GBBTP,GHSTP
"Universitaetsklinik, BOCHUM","Ismaningerstr. 22, MUENCHEN",6.73722222222222,GBBTP,GMHTP
"Universitaetsklinik, BOCHUM","Walter-Koehn-str. 1A, Leipzig",4.72416666666667,GBBTP,GOSOR
"Universitaetsklinik, BOCHUM","Karolina ut 19-21., Budapest",11.6366666666667,GBBTP,HUNOR
"Universitaetsklinik, BOCHUM","Postbus 2060, ROTTERDAM",2.55944444444444,GBBTP,NRSTP
"Universitaetsklinik, BOCHUM","Anichstrasse 35, INNSBRUCK",7.72666666666667,GBBTP,AIBTP
"Universitaetsklinik, BOCHUM","10, Avenue Hippocrate, Brussels",2.495,GBBTP,BLATP
"Universitaetsklinik, BOCHUM","Universitaetsklinik, BOCHUM",0,GBBTP,GBBTP
"Universitaetsklinik, BOCHUM","Pacelli Allee 4, FULDA",3.175,GBBTP,GFDTP
"Universitaetsklinik, BOCHUM","Lessingstrasse 1, JENA",4.35888888888889,GBBTP,GJETP
"Universitaetsklinik, BOCHUM","Haifa-Allee 2, Mainz",2.76861111111111,GBBTP,GMIOR
"Universitaetsklinik, BOCHUM","Organisationsburo, REGENSBURG",6.10638888888889,GBBTP,GRBTP
"Universitaetsklinik, BOCHUM","4 Rue Barble, LUXEMBOURG",3.19027777777778,GBBTP,LLXTP
"Universitaetsklinik, BOCHUM","Heidelberglaan 100, UTRECHT",2.02916666666667,GBBTP,NUTTP
"Universitaetsklinik, BOCHUM","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",10.0569444444444,GBBTP,AKTTP
"Universitaetsklinik, BOCHUM","Herestraat 49, LEUVEN",2.305,GBBTP,BLETP
"Universitaetsklinik, BOCHUM","Herestraat 49, LEUVEN",2.305,GBBTP,BLMTP
"Universitaetsklinik, BOCHUM","Campus Virchow-Klinikum, BERLIN",5.26111111111111,GBBTP,GBCTP
"Universitaetsklinik, BOCHUM","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",2.78722222222222,GBBTP,GFMTP
"Universitaetsklinik, BOCHUM","Arnold-Heller-Strasse 3, KIEL",4.7775,GBBTP,GKITP
"Universitaetsklinik, BOCHUM","Marchioninistr. 15, Munich",6.55666666666667,GBBTP,GMLTP
"Universitaetsklinik, BOCHUM","Ernst-Heydemann-Strasse 8, ROSTOCK",5.5225,GBBTP,GROTP
"Universitaetsklinik, BOCHUM","Meibergdreef 9, Amsterdam",2.30861111111111,GBBTP,NAETP
"Universitaetsklinik, BOCHUM","Zaloska 7, LJUBLJANA",10.6944444444444,GBBTP,SLOTP
"Universitaetsklinik, BOCHUM","Fadingerstrasse 1, LINZ",8.29722222222222,GBBTP,AOETP
"Universitaetsklinik, BOCHUM","Avenue de l Hopital, LIEGE",2.20055555555556,GBBTP,BLGTP
"Universitaetsklinik, BOCHUM","Hindenburgdamm 30, Berlin",5.29805555555556,GBBTP,GBETP
"Universitaetsklinik, BOCHUM","Hugstetterstrasse 55, FREIBURG IM BREISGAU",5.20222222222222,GBBTP,GFRTP
"Universitaetsklinik, BOCHUM","Joseph  Stelzmannstrasse 9, KOELN",1.05694444444444,GBBTP,GKKTP
"Universitaetsklinik, BOCHUM","Albert Schweitzerstrasse 33, MUENSTER",1.02,GBBTP,GMNTP
"Universitaetsklinik, BOCHUM","Transplantationszentrum, STUTTGART",4.58138888888889,GBBTP,GSTTP
"Universitaetsklinik, BOCHUM","De Boelelaan 1117, AMSTERDAM",2.39,GBBTP,NAVTP
"Universitaetsklinik, BOCHUM","Krankenhausstrasse 9, LINZ",8.28888888888889,GBBTP,AOLTP
"Universitaetsklinik, BOCHUM","Ksaver 200a, Zagreb",11.7544444444444,GBBTP,CHROR
"Universitaetsklinik, BOCHUM","St. Juergenstrasse, BREMEN",2.76138888888889,GBBTP,GBMTP
"Universitaetsklinik, BOCHUM","Klinikstrasse 36, GIESSEN",2.26666666666667,GBBTP,GGITP
"Universitaetsklinik, BOCHUM","Joseph-Stelzmann-Str. 9, KOELN",1.04833333333333,GBBTP,GKLTP
"Universitaetsklinik, BOCHUM","Baldingerstrasse, MARBURG/LAHN",2.65638888888889,GBBTP,GMRTP
"Universitaetsklinik, BOCHUM","Hoppe-Seyler-Strasse 3, TUEBINGEN",4.945,GBBTP,GTUTP
"Universitaetsklinik, BOCHUM","Postbus 22660, AMSTERDAM",2.39694444444444,GBBTP,NAWTP
"Universitaetsklinik, BOCHUM","Waehringer Guertel 18-20, Wien",9.72916666666667,GBBTP,AWDTP
"Universitaetsklinik, BOCHUM","J. Huttlera 4, Osijek",14.4808333333333,GBBTP,COSTP
"Universitaetsklinik, BOCHUM","Sigmund Freud Strasse 25, BONN-Venusberg",1.33888888888889,GBBTP,GBOTP
"Universitaetsklinik, BOCHUM","Ernst Grube Strasse 40, HALLE/Saale",4.33638888888889,GBBTP,GHATP
"Universitaetsklinik, BOCHUM","Ostmerheimerstrasse 200, Koln (Merheim)",0.944444444444444,GBBTP,GKMTP
"Universitaetsklinik, BOCHUM","Langenbeckstr. 1, Mainz",2.71444444444444,GBBTP,GMZTP
"Universitaetsklinik, BOCHUM","ZIM - Medizinische Klinik I, WUERZBURG",3.97444444444444,GBBTP,GWZTP
"Universitaetsklinik, BOCHUM","Hanzeplein 1, Groningen",2.88833333333333,GBBTP,NGRTP
"Universitaetsklinik, BOCHUM","Abt. Transplantation 09 D, Wien",9.81166666666667,GBBTP,AWGTP
"Universitaetsklinik, BOCHUM","Kresimirova 42, Rijeka",11.9813888888889,GBBTP,CRITP
"Universitaetsklinik, BOCHUM","Friedrichstrasse 10, Stuttgart",4.5425,GBBTP,GBWOR
"Universitaetsklinik, BOCHUM","Im Neuenheimer Feld 110, HEIDELBERG",3.36583333333333,GBBTP,GHBTP
"Universitaetsklinik, BOCHUM","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",3.5625,GBBTP,GKSTP
"Universitaetsklinik, BOCHUM","Maximilianspl. 2, ERLANGEN",4.91444444444444,GBBTP,GNBTP
"Universitaetsklinik, BOCHUM","Baross u. 23-25., Budapest",11.7747222222222,GBBTP,HBSTP
"Universitaetsklinik, BOCHUM","Albinusdreef 2, LEIDEN",2.66972222222222,GBBTP,NLBTP
"Universitaetsklinik, BOCHUM","Wilrijkstraat 10, EDEGEM",2.38916666666667,GBBTP,BANTP
"Universitaetsklinik, BOCHUM","Kispaticeva 12, Zagreb",11.6227777777778,GBBTP,CZATP
"Universitaetsklinik, BOCHUM","Marchioninistrasse 15, Muenchen",6.55666666666667,GBBTP,GBYOR
"Universitaetsklinik, BOCHUM","Martinistrasse 52, HAMBURG",3.92111111111111,GBBTP,GHGTP
"Universitaetsklinik, BOCHUM","Liebigstrasse 20, LEIPZIG",4.73527777777778,GBBTP,GLPTP
"Universitaetsklinik, BOCHUM","Schiffgraben 44, Hannover",2.54944444444444,GBBTP,GNDOR
"Universitaetsklinik, BOCHUM","Moricz Zs. krt. 22., Debrecen",13.7727777777778,GBBTP,HDBTP
"Universitaetsklinik, BOCHUM","P. Debyelaan 25, MAASTRICHT",1.68638888888889,GBBTP,NMSTP
"Universitaetsklinik, BOCHUM","Laarbeeklaan 101, JETTE/BRUSSEL",2.61111111111111,GBBTP,BBJTP
"Universitaetsklinik, BOCHUM","Zajceva 19, Zagreb",11.6997222222222,GBBTP,CZMTP
"Universitaetsklinik, BOCHUM","Fetscherstr. 74, DRESDEN",5.74555555555556,GBBTP,GDRTP
"Universitaetsklinik, BOCHUM","Vogelsang 105, HANN. MUENDEN",2.4475,GBBTP,GHMTP
"Universitaetsklinik, BOCHUM","Transplantationsbuero, LUEBECK",4.49055555555556,GBBTP,GLUTP
"Universitaetsklinik, BOCHUM","Saatwinkler Damm 11-12, Berlin",5.20555555555556,GBBTP,GNOOR
"Universitaetsklinik, BOCHUM","Rakoczi ut 2., Pecs",13.3833333333333,GBBTP,HPCTP
"Universitaetsklinik, BOCHUM","Geert Groote Plein 8, NIJMEGEN",1.50527777777778,GBBTP,NNYTP
"Universitaetsklinik, BOCHUM","808 Route de Lennik, Brussels",2.72833333333333,GBBTP,BBRTP
"Universitaetsklinik, BOCHUM","Pauwelstr. 30, AACHEN",1.58694444444444,GBBTP,GAKTP
"Universitaetsklinik, BOCHUM","Moorenstrasse 5, DUESSELDORF",0.789722222222222,GBBTP,GDUTP
"Universitaetsklinik, BOCHUM","Stadtfelddamm 65, HANNOVER",2.63944444444444,GBBTP,GHOTP
"Universitaetsklinik, BOCHUM","Theodor Kutzer Ufer 1-3, MANNHEIM",3.27861111111111,GBBTP,GMATP
"Universitaetsklinik, BOCHUM","Lindenallee, Essen",0.283611111111111,GBBTP,GNWOR
"Universitaetsklinik, BOCHUM","Pecsi ut 4., Szeged",13.1102777777778,GBBTP,HSZTP
"Universitaetsklinik, BOCHUM","Dr. Molewaterplein 40, ROTTERDAM",2.63361111111111,GBBTP,NRDTP
"Pacelli Allee 4, FULDA","Auenbruggerplatz 29, GRAZ",7.36305555555556,GFDTP,AGATP
"Pacelli Allee 4, FULDA","De Pintelaan 185, GENT",5.45694444444445,GFDTP,BGETP
"Pacelli Allee 4, FULDA","Stenglinstrasse 2, AUGSBURG",3.595,GFDTP,GAUTP
"Pacelli Allee 4, FULDA","Hufelandstrasse 55, ESSEN",3.22416666666667,GFDTP,GESTP
"Pacelli Allee 4, FULDA","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",2.80416666666667,GFDTP,GHSTP
"Pacelli Allee 4, FULDA","Ismaningerstr. 22, MUENCHEN",3.94083333333333,GFDTP,GMHTP
"Pacelli Allee 4, FULDA","Walter-Koehn-str. 1A, Leipzig",3.31777777777778,GFDTP,GOSOR
"Pacelli Allee 4, FULDA","Karolina ut 19-21., Budapest",9.19138888888889,GFDTP,HUNOR
"Pacelli Allee 4, FULDA","Postbus 2060, ROTTERDAM",5.235,GFDTP,NRSTP
"Pacelli Allee 4, FULDA","Anichstrasse 35, INNSBRUCK",5.46083333333333,GFDTP,AIBTP
"Pacelli Allee 4, FULDA","10, Avenue Hippocrate, Brussels",4.90944444444444,GFDTP,BLATP
"Pacelli Allee 4, FULDA","Universitaetsklinik, BOCHUM",3.07611111111111,GFDTP,GBBTP
"Pacelli Allee 4, FULDA","Pacelli Allee 4, FULDA",0,GFDTP,GFDTP
"Pacelli Allee 4, FULDA","Lessingstrasse 1, JENA",2.33333333333333,GFDTP,GJETP
"Pacelli Allee 4, FULDA","Haifa-Allee 2, Mainz",1.58638888888889,GFDTP,GMIOR
"Pacelli Allee 4, FULDA","Organisationsburo, REGENSBURG",3.31111111111111,GFDTP,GRBTP
"Pacelli Allee 4, FULDA","4 Rue Barble, LUXEMBOURG",3.80138888888889,GFDTP,LLXTP
"Pacelli Allee 4, FULDA","Heidelberglaan 100, UTRECHT",4.74416666666667,GFDTP,NUTTP
"Pacelli Allee 4, FULDA","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",7.455,GFDTP,AKTTP
"Pacelli Allee 4, FULDA","Herestraat 49, LEUVEN",4.69944444444445,GFDTP,BLETP
"Pacelli Allee 4, FULDA","Herestraat 49, LEUVEN",4.69944444444445,GFDTP,BLMTP
"Pacelli Allee 4, FULDA","Campus Virchow-Klinikum, BERLIN",4.77083333333333,GFDTP,GBCTP
"Pacelli Allee 4, FULDA","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",1.24944444444444,GFDTP,GFMTP
"Pacelli Allee 4, FULDA","Arnold-Heller-Strasse 3, KIEL",5.32222222222222,GFDTP,GKITP
"Pacelli Allee 4, FULDA","Marchioninistr. 15, Munich",4.10416666666667,GFDTP,GMLTP
"Pacelli Allee 4, FULDA","Ernst-Heydemann-Strasse 8, ROSTOCK",5.96555555555556,GFDTP,GROTP
"Pacelli Allee 4, FULDA","Meibergdreef 9, Amsterdam",5.02222222222222,GFDTP,NAETP
"Pacelli Allee 4, FULDA","Zaloska 7, LJUBLJANA",8.09361111111111,GFDTP,SLOTP
"Pacelli Allee 4, FULDA","Fadingerstrasse 1, LINZ",5.69638888888889,GFDTP,AOETP
"Pacelli Allee 4, FULDA","Avenue de l Hopital, LIEGE",4.46777777777778,GFDTP,BLGTP
"Pacelli Allee 4, FULDA","Hindenburgdamm 30, Berlin",4.80277777777778,GFDTP,GBETP
"Pacelli Allee 4, FULDA","Hugstetterstrasse 55, FREIBURG IM BREISGAU",3.925,GFDTP,GFRTP
"Pacelli Allee 4, FULDA","Joseph  Stelzmannstrasse 9, KOELN",3.05083333333333,GFDTP,GKKTP
"Pacelli Allee 4, FULDA","Albert Schweitzerstrasse 33, MUENSTER",3.34444444444444,GFDTP,GMNTP
"Pacelli Allee 4, FULDA","Transplantationszentrum, STUTTGART",2.8925,GFDTP,GSTTP
"Pacelli Allee 4, FULDA","De Boelelaan 1117, AMSTERDAM",5.07138888888889,GFDTP,NAVTP
"Pacelli Allee 4, FULDA","Krankenhausstrasse 9, LINZ",5.69194444444444,GFDTP,AOLTP
"Pacelli Allee 4, FULDA","Ksaver 200a, Zagreb",9.15722222222222,GFDTP,CHROR
"Pacelli Allee 4, FULDA","St. Juergenstrasse, BREMEN",4.08083333333333,GFDTP,GBMTP
"Pacelli Allee 4, FULDA","Klinikstrasse 36, GIESSEN",1.32722222222222,GFDTP,GGITP
"Pacelli Allee 4, FULDA","Joseph-Stelzmann-Str. 9, KOELN",3.05083333333333,GFDTP,GKLTP
"Pacelli Allee 4, FULDA","Baldingerstrasse, MARBURG/LAHN",1.34833333333333,GFDTP,GMRTP
"Pacelli Allee 4, FULDA","Hoppe-Seyler-Strasse 3, TUEBINGEN",3.38416666666667,GFDTP,GTUTP
"Pacelli Allee 4, FULDA","Postbus 22660, AMSTERDAM",5.08472222222222,GFDTP,NAWTP
"Pacelli Allee 4, FULDA","Waehringer Guertel 18-20, Wien",7.15055555555556,GFDTP,AWDTP
"Pacelli Allee 4, FULDA","J. Huttlera 4, Osijek",11.1738888888889,GFDTP,COSTP
"Pacelli Allee 4, FULDA","Sigmund Freud Strasse 25, BONN-Venusberg",3.11333333333333,GFDTP,GBOTP
"Pacelli Allee 4, FULDA","Ernst Grube Strasse 40, HALLE/Saale",3.18194444444444,GFDTP,GHATP
"Pacelli Allee 4, FULDA","Ostmerheimerstrasse 200, Koln (Merheim)",2.85305555555556,GFDTP,GKMTP
"Pacelli Allee 4, FULDA","Langenbeckstr. 1, Mainz",1.595,GFDTP,GMZTP
"Pacelli Allee 4, FULDA","ZIM - Medizinische Klinik I, WUERZBURG",1.23361111111111,GFDTP,GWZTP
"Pacelli Allee 4, FULDA","Hanzeplein 1, Groningen",4.91361111111111,GFDTP,NGRTP
"Pacelli Allee 4, FULDA","Abt. Transplantation 09 D, Wien",7.19916666666667,GFDTP,AWGTP
"Pacelli Allee 4, FULDA","Kresimirova 42, Rijeka",9.37055555555555,GFDTP,CRITP
"Pacelli Allee 4, FULDA","Friedrichstrasse 10, Stuttgart",2.85833333333333,GFDTP,GBWOR
"Pacelli Allee 4, FULDA","Im Neuenheimer Feld 110, HEIDELBERG",2.06027777777778,GFDTP,GHBTP
"Pacelli Allee 4, FULDA","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",2.40472222222222,GFDTP,GKSTP
"Pacelli Allee 4, FULDA","Maximilianspl. 2, ERLANGEN",2.02,GFDTP,GNBTP
"Pacelli Allee 4, FULDA","Baross u. 23-25., Budapest",9.34694444444444,GFDTP,HBSTP
"Pacelli Allee 4, FULDA","Albinusdreef 2, LEIDEN",5.33583333333333,GFDTP,NLBTP
"Pacelli Allee 4, FULDA","Wilrijkstraat 10, EDEGEM",5.05833333333333,GFDTP,BANTP
"Pacelli Allee 4, FULDA","Kispaticeva 12, Zagreb",9.03972222222222,GFDTP,CZATP
"Pacelli Allee 4, FULDA","Marchioninistrasse 15, Muenchen",4.08444444444444,GFDTP,GBYOR
"Pacelli Allee 4, FULDA","Martinistrasse 52, HAMBURG",4.51583333333333,GFDTP,GHGTP
"Pacelli Allee 4, FULDA","Liebigstrasse 20, LEIPZIG",3.31055555555556,GFDTP,GLPTP
"Pacelli Allee 4, FULDA","Schiffgraben 44, Hannover",2.8725,GFDTP,GNDOR
"Pacelli Allee 4, FULDA","Moricz Zs. krt. 22., Debrecen",11.3552777777778,GFDTP,HDBTP
"Pacelli Allee 4, FULDA","P. Debyelaan 25, MAASTRICHT",4.04944444444444,GFDTP,NMSTP
"Pacelli Allee 4, FULDA","Laarbeeklaan 101, JETTE/BRUSSEL",5.03472222222222,GFDTP,BBJTP
"Pacelli Allee 4, FULDA","Zajceva 19, Zagreb",9.07416666666667,GFDTP,CZMTP
"Pacelli Allee 4, FULDA","Fetscherstr. 74, DRESDEN",3.97472222222222,GFDTP,GDRTP
"Pacelli Allee 4, FULDA","Vogelsang 105, HANN. MUENDEN",1.4825,GFDTP,GHMTP
"Pacelli Allee 4, FULDA","Transplantationsbuero, LUEBECK",4.9725,GFDTP,GLUTP
"Pacelli Allee 4, FULDA","Saatwinkler Damm 11-12, Berlin",4.75222222222222,GFDTP,GNOOR
"Pacelli Allee 4, FULDA","Rakoczi ut 2., Pecs",10.8313888888889,GFDTP,HPCTP
"Pacelli Allee 4, FULDA","Geert Groote Plein 8, NIJMEGEN",4.34083333333333,GFDTP,NNYTP
"Pacelli Allee 4, FULDA","808 Route de Lennik, Brussels",5.14888888888889,GFDTP,BBRTP
"Pacelli Allee 4, FULDA","Pauwelstr. 30, AACHEN",3.73222222222222,GFDTP,GAKTP
"Pacelli Allee 4, FULDA","Moorenstrasse 5, DUESSELDORF",3.31,GFDTP,GDUTP
"Pacelli Allee 4, FULDA","Stadtfelddamm 65, HANNOVER",2.92,GFDTP,GHOTP
"Pacelli Allee 4, FULDA","Theodor Kutzer Ufer 1-3, MANNHEIM",1.96,GFDTP,GMATP
"Pacelli Allee 4, FULDA","Lindenallee, Essen",3.19611111111111,GFDTP,GNWOR
"Pacelli Allee 4, FULDA","Pecsi ut 4., Szeged",10.685,GFDTP,HSZTP
"Pacelli Allee 4, FULDA","Dr. Molewaterplein 40, ROTTERDAM",5.30361111111111,GFDTP,NRDTP
"Lessingstrasse 1, JENA","Auenbruggerplatz 29, GRAZ",7.29138888888889,GJETP,AGATP
"Lessingstrasse 1, JENA","De Pintelaan 185, GENT",6.9775,GJETP,BGETP
"Lessingstrasse 1, JENA","Stenglinstrasse 2, AUGSBURG",3.87805555555556,GJETP,GAUTP
"Lessingstrasse 1, JENA","Hufelandstrasse 55, ESSEN",4.40472222222222,GJETP,GESTP
"Lessingstrasse 1, JENA","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",4.69027777777778,GJETP,GHSTP
"Lessingstrasse 1, JENA","Ismaningerstr. 22, MUENCHEN",3.89555555555556,GJETP,GMHTP
"Lessingstrasse 1, JENA","Walter-Koehn-str. 1A, Leipzig",1.23138888888889,GJETP,GOSOR
"Lessingstrasse 1, JENA","Karolina ut 19-21., Budapest",8.10805555555556,GJETP,HUNOR
"Lessingstrasse 1, JENA","Postbus 2060, ROTTERDAM",6.49111111111111,GJETP,NRSTP
"Lessingstrasse 1, JENA","Anichstrasse 35, INNSBRUCK",5.69222222222222,GJETP,AIBTP
"Lessingstrasse 1, JENA","10, Avenue Hippocrate, Brussels",6.27694444444444,GJETP,BLATP
"Lessingstrasse 1, JENA","Universitaetsklinik, BOCHUM",4.2375,GJETP,GBBTP
"Lessingstrasse 1, JENA","Pacelli Allee 4, FULDA",2.185,GJETP,GFDTP
"Lessingstrasse 1, JENA","Lessingstrasse 1, JENA",0,GJETP,GJETP
"Lessingstrasse 1, JENA","Haifa-Allee 2, Mainz",3.46083333333333,GJETP,GMIOR
"Lessingstrasse 1, JENA","Organisationsburo, REGENSBURG",3.17694444444444,GJETP,GRBTP
"Lessingstrasse 1, JENA","4 Rue Barble, LUXEMBOURG",5.51444444444444,GJETP,LLXTP
"Lessingstrasse 1, JENA","Heidelberglaan 100, UTRECHT",5.94361111111111,GJETP,NUTTP
"Lessingstrasse 1, JENA","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",7.42916666666667,GJETP,AKTTP
"Lessingstrasse 1, JENA","Herestraat 49, LEUVEN",6.11111111111111,GJETP,BLETP
"Lessingstrasse 1, JENA","Herestraat 49, LEUVEN",6.11111111111111,GJETP,BLMTP
"Lessingstrasse 1, JENA","Campus Virchow-Klinikum, BERLIN",2.62111111111111,GJETP,GBCTP
"Lessingstrasse 1, JENA","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",3.15944444444444,GJETP,GFMTP
"Lessingstrasse 1, JENA","Arnold-Heller-Strasse 3, KIEL",5.71222222222222,GJETP,GKITP
"Lessingstrasse 1, JENA","Marchioninistr. 15, Munich",4.05694444444444,GJETP,GMLTP
"Lessingstrasse 1, JENA","Ernst-Heydemann-Strasse 8, ROSTOCK",4.65361111111111,GJETP,GROTP
"Lessingstrasse 1, JENA","Meibergdreef 9, Amsterdam",6.23361111111111,GJETP,NAETP
"Lessingstrasse 1, JENA","Zaloska 7, LJUBLJANA",8.06722222222222,GJETP,SLOTP
"Lessingstrasse 1, JENA","Fadingerstrasse 1, LINZ",5.61527777777778,GJETP,AOETP
"Lessingstrasse 1, JENA","Avenue de l Hopital, LIEGE",5.75583333333333,GJETP,BLGTP
"Lessingstrasse 1, JENA","Hindenburgdamm 30, Berlin",2.68861111111111,GJETP,GBETP
"Lessingstrasse 1, JENA","Hugstetterstrasse 55, FREIBURG IM BREISGAU",5.74944444444444,GJETP,GFRTP
"Lessingstrasse 1, JENA","Joseph  Stelzmannstrasse 9, KOELN",4.40861111111111,GJETP,GKKTP
"Lessingstrasse 1, JENA","Albert Schweitzerstrasse 33, MUENSTER",4.4825,GJETP,GMNTP
"Lessingstrasse 1, JENA","Transplantationszentrum, STUTTGART",4.25444444444444,GJETP,GSTTP
"Lessingstrasse 1, JENA","De Boelelaan 1117, AMSTERDAM",6.31527777777778,GJETP,NAVTP
"Lessingstrasse 1, JENA","Krankenhausstrasse 9, LINZ",5.61,GJETP,AOLTP
"Lessingstrasse 1, JENA","Ksaver 200a, Zagreb",9.08666666666667,GJETP,CHROR
"Lessingstrasse 1, JENA","St. Juergenstrasse, BREMEN",4.50138888888889,GJETP,GBMTP
"Lessingstrasse 1, JENA","Klinikstrasse 36, GIESSEN",2.7125,GJETP,GGITP
"Lessingstrasse 1, JENA","Joseph-Stelzmann-Str. 9, KOELN",4.41638888888889,GJETP,GKLTP
"Lessingstrasse 1, JENA","Baldingerstrasse, MARBURG/LAHN",2.75583333333333,GJETP,GMRTP
"Lessingstrasse 1, JENA","Hoppe-Seyler-Strasse 3, TUEBINGEN",4.71583333333333,GJETP,GTUTP
"Lessingstrasse 1, JENA","Postbus 22660, AMSTERDAM",6.34861111111111,GJETP,NAWTP
"Lessingstrasse 1, JENA","Waehringer Guertel 18-20, Wien",6.51361111111111,GJETP,AWDTP
"Lessingstrasse 1, JENA","J. Huttlera 4, Osijek",10.36,GJETP,COSTP
"Lessingstrasse 1, JENA","Sigmund Freud Strasse 25, BONN-Venusberg",4.39694444444444,GJETP,GBOTP
"Lessingstrasse 1, JENA","Ernst Grube Strasse 40, HALLE/Saale",1.35333333333333,GJETP,GHATP
"Lessingstrasse 1, JENA","Ostmerheimerstrasse 200, Koln (Merheim)",4.23583333333333,GJETP,GKMTP
"Lessingstrasse 1, JENA","Langenbeckstr. 1, Mainz",3.43833333333333,GJETP,GMZTP
"Lessingstrasse 1, JENA","ZIM - Medizinische Klinik I, WUERZBURG",2.61333333333333,GJETP,GWZTP
"Lessingstrasse 1, JENA","Hanzeplein 1, Groningen",6.07694444444444,GJETP,NGRTP
"Lessingstrasse 1, JENA","Abt. Transplantation 09 D, Wien",6.57777777777778,GJETP,AWGTP
"Lessingstrasse 1, JENA","Kresimirova 42, Rijeka",9.34444444444444,GJETP,CRITP
"Lessingstrasse 1, JENA","Friedrichstrasse 10, Stuttgart",4.21555555555556,GJETP,GBWOR
"Lessingstrasse 1, JENA","Im Neuenheimer Feld 110, HEIDELBERG",3.91388888888889,GJETP,GHBTP
"Lessingstrasse 1, JENA","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",4.28583333333333,GJETP,GKSTP
"Lessingstrasse 1, JENA","Maximilianspl. 2, ERLANGEN",2.49277777777778,GJETP,GNBTP
"Lessingstrasse 1, JENA","Baross u. 23-25., Budapest",8.27027777777778,GJETP,HBSTP
"Lessingstrasse 1, JENA","Albinusdreef 2, LEIDEN",6.58,GJETP,NLBTP
"Lessingstrasse 1, JENA","Wilrijkstraat 10, EDEGEM",6.52666666666667,GJETP,BANTP
"Lessingstrasse 1, JENA","Kispaticeva 12, Zagreb",8.93555555555556,GJETP,CZATP
"Lessingstrasse 1, JENA","Marchioninistrasse 15, Muenchen",4.05583333333333,GJETP,GBYOR
"Lessingstrasse 1, JENA","Martinistrasse 52, HAMBURG",4.92972222222222,GJETP,GHGTP
"Lessingstrasse 1, JENA","Liebigstrasse 20, LEIPZIG",1.25361111111111,GJETP,GLPTP
"Lessingstrasse 1, JENA","Schiffgraben 44, Hannover",3.29944444444444,GJETP,GNDOR
"Lessingstrasse 1, JENA","Moricz Zs. krt. 22., Debrecen",10.1863888888889,GJETP,HDBTP
"Lessingstrasse 1, JENA","P. Debyelaan 25, MAASTRICHT",5.32944444444444,GJETP,NMSTP
"Lessingstrasse 1, JENA","Laarbeeklaan 101, JETTE/BRUSSEL",6.48027777777778,GJETP,BBJTP
"Lessingstrasse 1, JENA","Zajceva 19, Zagreb",9.00166666666667,GJETP,CZMTP
"Lessingstrasse 1, JENA","Fetscherstr. 74, DRESDEN",1.86555555555556,GJETP,GDRTP
"Lessingstrasse 1, JENA","Vogelsang 105, HANN. MUENDEN",2.37111111111111,GJETP,GHMTP
"Lessingstrasse 1, JENA","Transplantationsbuero, LUEBECK",5.18388888888889,GJETP,GLUTP
"Lessingstrasse 1, JENA","Saatwinkler Damm 11-12, Berlin",2.60666666666667,GJETP,GNOOR
"Lessingstrasse 1, JENA","Rakoczi ut 2., Pecs",9.77305555555555,GJETP,HPCTP
